#EXUDYN parameter variation results file:models\Curriculum-Learning\SP\PPO_CL_Var3_LIN_ResultsVar.txt
#results stored columnwise for every parameter and individual
#Exudyn version = 1.7.0; Python3.9.11; Windows AVX2 FLOAT64; Windows10 V10.0.19045; AMD64; Intel64 Family 6 Model 186 Stepping 2, GenuineIntel(processing=multiprocessing.Pool, numberOfThreads=20)
#stableBaselines3 version = 1.8.0; torch version = 2.1.1+cpu
#
#columns:
#globalIndex,value,decaySteps_0,decaySteps_1,controlValues_00,controlValues_01,controlValues_10,controlValues_11,case,computationIndex
#parameter ranges [format: (begin, end, numberOfVariations) or list, parameters separated with ";"]:
#[0];(5000, 10000, 6);[1];(2, 10, 5);[0];[0];(1, 5, 5)
91, (50, 23040), 0, 8000.0, 1, 8.0, 0, 0, 2, 91
92, (46, 24320), 0, 8000.0, 1, 8.0, 0, 0, 3, 92
93, (50, 25600), 0, 8000.0, 1, 8.0, 0, 0, 4, 93
94, (0, -1), 0, 8000.0, 1, 8.0, 0, 0, 5, 94
95, (0, -1), 0, 8000.0, 1, 10.0, 0, 0, 1, 95
96, (0, -1), 0, 8000.0, 1, 10.0, 0, 0, 2, 96
97, (0, -1), 0, 8000.0, 1, 10.0, 0, 0, 3, 97
98, (1, 20480), 0, 8000.0, 1, 10.0, 0, 0, 4, 98
99, (0, -1), 0, 8000.0, 1, 10.0, 0, 0, 5, 99
100, (0, -1), 0, 9000.0, 1, 2.0, 0, 0, 1, 100
101, (49, 25600), 0, 9000.0, 1, 2.0, 0, 0, 2, 101
102, (0, -1), 0, 9000.0, 1, 2.0, 0, 0, 3, 102
103, (50, 20480), 0, 9000.0, 1, 2.0, 0, 0, 4, 103
104, (50, 25600), 0, 9000.0, 1, 2.0, 0, 0, 5, 104
105, (0, -1), 0, 9000.0, 1, 4.0, 0, 0, 1, 105
106, (0, -1), 0, 9000.0, 1, 4.0, 0, 0, 2, 106
107, (20, 23040), 0, 9000.0, 1, 4.0, 0, 0, 3, 107
108, (50, 25600), 0, 9000.0, 1, 4.0, 0, 0, 4, 108
109, (50, 25600), 0, 9000.0, 1, 4.0, 0, 0, 5, 109
110, (0, -1), 0, 9000.0, 1, 6.0, 0, 0, 1, 110
111, (50, 25600), 0, 9000.0, 1, 6.0, 0, 0, 2, 111
112, (0, -1), 0, 9000.0, 1, 6.0, 0, 0, 3, 112
113, (50, 25600), 0, 9000.0, 1, 6.0, 0, 0, 4, 113
114, (0, -1), 0, 9000.0, 1, 6.0, 0, 0, 5, 114
115, (0, -1), 0, 9000.0, 1, 8.0, 0, 0, 1, 115
116, (50, 25600), 0, 9000.0, 1, 8.0, 0, 0, 2, 116
117, (50, 23040), 0, 9000.0, 1, 8.0, 0, 0, 3, 117
118, (49, 19200), 0, 9000.0, 1, 8.0, 0, 0, 4, 118
119, (45, 25600), 0, 9000.0, 1, 8.0, 0, 0, 5, 119
120, (0, -1), 0, 9000.0, 1, 10.0, 0, 0, 1, 120
121, (0, -1), 0, 9000.0, 1, 10.0, 0, 0, 2, 121
122, (6, 19200), 0, 9000.0, 1, 10.0, 0, 0, 3, 122
123, (0, -1), 0, 9000.0, 1, 10.0, 0, 0, 4, 123
124, (50, 25600), 0, 9000.0, 1, 10.0, 0, 0, 5, 124
125, (0, -1), 0, 10000.0, 1, 2.0, 0, 0, 1, 125
126, (50, 25600), 0, 10000.0, 1, 2.0, 0, 0, 2, 126
127, (37, 23040), 0, 10000.0, 1, 2.0, 0, 0, 3, 127
128, (50, 19200), 0, 10000.0, 1, 2.0, 0, 0, 4, 128
129, (47, 25600), 0, 10000.0, 1, 2.0, 0, 0, 5, 129
130, (21, 25600), 0, 10000.0, 1, 4.0, 0, 0, 1, 130
131, (50, 23040), 0, 10000.0, 1, 4.0, 0, 0, 2, 131
132, (0, -1), 0, 10000.0, 1, 4.0, 0, 0, 3, 132
133, (50, 21760), 0, 10000.0, 1, 4.0, 0, 0, 4, 133
134, (50, 25600), 0, 10000.0, 1, 4.0, 0, 0, 5, 134
135, (20, 20480), 0, 10000.0, 1, 6.0, 0, 0, 1, 135
136, (50, 25600), 0, 10000.0, 1, 6.0, 0, 0, 2, 136
137, (50, 23040), 0, 10000.0, 1, 6.0, 0, 0, 3, 137
138, (50, 25600), 0, 10000.0, 1, 6.0, 0, 0, 4, 138
139, (0, -1), 0, 10000.0, 1, 6.0, 0, 0, 5, 139
140, (0, -1), 0, 10000.0, 1, 8.0, 0, 0, 1, 140
141, (50, 23040), 0, 10000.0, 1, 8.0, 0, 0, 2, 141
142, (0, -1), 0, 10000.0, 1, 8.0, 0, 0, 3, 142
143, (50, 25600), 0, 10000.0, 1, 8.0, 0, 0, 4, 143
144, (0, -1), 0, 10000.0, 1, 8.0, 0, 0, 5, 144
145, (0, -1), 0, 10000.0, 1, 10.0, 0, 0, 1, 145
146, (0, -1), 0, 10000.0, 1, 10.0, 0, 0, 2, 146
147, (0, -1), 0, 10000.0, 1, 10.0, 0, 0, 3, 147
148, (43, 21760), 0, 10000.0, 1, 10.0, 0, 0, 4, 148
149, (0, -1), 0, 10000.0, 1, 10.0, 0, 0, 5, 149
