#parameter variation file for learning
#varied parameters:
#case = 2
#computationIndex = 1
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 9, 'rewardPositionFactor': 0.8, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 60, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r9_n64_v4_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r9_n64_v4_Results', 'verbose': True}
#
'totalSteps': 2048, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, -1.388462784513831, 0.0, 0.12198978980304673, 0.0, 0.0, 0.0], 'rewardMean': 0.0, 'totalEpisodes': 222, 'stepsPerEpisode': 5, 'rewardPerEpisode': 0.9282527825600799
'totalSteps': 81920, 'rewardStep': 0.37496600454428153, 'errorList': [], 'lossList': [0.0, 0.5687469841912389, 0.0, 0.4602489682845771, 0.0, 0.0, 0.0], 'rewardMean': 0.2651950330535213, 'totalEpisodes': 1965, 'stepsPerEpisode': 27, 'rewardPerEpisode': 3.985377453394551
'totalSteps': 83968, 'rewardStep': 0.3216340947652149, 'errorList': [], 'lossList': [0.0, 0.637246448174119, 0.0, 0.5380678181536496, 0.0, 0.0, 0.0], 'rewardMean': 0.2623782313057211, 'totalEpisodes': 1992, 'stepsPerEpisode': 82, 'rewardPerEpisode': 23.484151551031573
'totalSteps': 86016, 'rewardStep': 0.4755200670971461, 'errorList': [], 'lossList': [0.0, 0.7118978772312403, 0.0, 0.5883148058783263, 0.0, 0.0, 0.0], 'rewardMean': 0.30993023801543573, 'totalEpisodes': 2021, 'stepsPerEpisode': 80, 'rewardPerEpisode': 45.110376060914675
'totalSteps': 88064, 'rewardStep': 0, 'errorList': [], 'lossList': [0.0, 0.7892178758978844, 0.0, 0.7055680324789136, 0.0, 0.0, 0.0], 'rewardMean': 0.26154244416591804, 'totalEpisodes': 2048, 'stepsPerEpisode': 53, 'rewardPerEpisode': 21.926581625354945
'totalSteps': 90112, 'rewardStep': 0.49446100228517254, 'errorList': [], 'lossList': [0.0, 0.8577942885458469, 0.0, 0.7442006616853177, 0.0, 0.0, 0.0], 'rewardMean': 0.29554446670261514, 'totalEpisodes': 2078, 'stepsPerEpisode': 20, 'rewardPerEpisode': 9.924587478809176
'totalSteps': 92160, 'rewardStep': 0.20117129023026026, 'errorList': [], 'lossList': [0.0, 0.9164557751268149, 0.0, 0.396013443171978, 0.0, 0.0, 0.0], 'rewardMean': 0.3156615957256411, 'totalEpisodes': 2107, 'stepsPerEpisode': 45, 'rewardPerEpisode': 23.35556141775866
'totalSteps': 94208, 'rewardStep': 0.21231430284329011, 'errorList': [], 'lossList': [0.0, 0.9789093062281609, 0.0, 0.3195796852000058, 0.0, 0.0, 0.0], 'rewardMean': 0.2700262937457762, 'totalEpisodes': 2138, 'stepsPerEpisode': 11, 'rewardPerEpisode': 1.7789188595671095
'totalSteps': 96256, 'rewardStep': 0.83610942011175, 'errorList': [], 'lossList': [0.0, 1.0519024848937988, 0.0, 0.4606353787239641, 0.0, 0.0, 0.0], 'rewardMean': 0.3063019158502852, 'totalEpisodes': 2165, 'stepsPerEpisode': 31, 'rewardPerEpisode': 19.553626788835373
'totalSteps': 98304, 'rewardStep': 0.4575101781400499, 'errorList': [], 'lossList': [0.0, 1.1141963183879853, 0.0, 0.4671243127901107, 0.0, 0.0, 0.0], 'rewardMean': 0.35205293366429025, 'totalEpisodes': 2193, 'stepsPerEpisode': 58, 'rewardPerEpisode': 29.760330993815472
'totalSteps': 100352, 'rewardStep': 0.38501796894532214, 'errorList': [], 'lossList': [0.0, 1.1687816873192787, 0.0, 0.5291299381293356, 0.0, 0.0, 0.0], 'rewardMean': 0.3758704328962487, 'totalEpisodes': 2219, 'stepsPerEpisode': 62, 'rewardPerEpisode': 26.413373892183337
'totalSteps': 102400, 'rewardStep': 0.5188673201146631, 'errorList': [], 'lossList': [0.0, 1.2195005245506763, 0.0, 0.5925986750982701, 0.0, 0.0, 0.0], 'rewardMean': 0.3902605644532869, 'totalEpisodes': 2245, 'stepsPerEpisode': 156, 'rewardPerEpisode': 84.41130186393276
'totalSteps': 104448, 'rewardStep': 0.3461813796645673, 'errorList': [], 'lossList': [0.0, 1.2751275464892387, 0.0, 0.5317105416208505, 0.0, 0.0, 0.0], 'rewardMean': 0.39271529294322216, 'totalEpisodes': 2267, 'stepsPerEpisode': 96, 'rewardPerEpisode': 60.59464230243548
'totalSteps': 106496, 'rewardStep': 0.03954793550033897, 'errorList': [], 'lossList': [0.0, 1.3274172440171241, 0.0, 0.3664248391054571, 0.0, 0.0, 0.0], 'rewardMean': 0.3491180797835415, 'totalEpisodes': 2294, 'stepsPerEpisode': 67, 'rewardPerEpisode': 30.258574315071023
'totalSteps': 108544, 'rewardStep': 0.47840895033776865, 'errorList': [], 'lossList': [0.0, 1.3581133153289557, 0.0, 0.5444715041201562, 0.0, 0.0, 0.0], 'rewardMean': 0.3969589748173183, 'totalEpisodes': 2320, 'stepsPerEpisode': 84, 'rewardPerEpisode': 56.176469084774965
'totalSteps': 110592, 'rewardStep': 0.7696127790497013, 'errorList': [], 'lossList': [0.0, 1.3863218802958728, 0.0, 0.4784284614492208, 0.0, 0.0, 0.0], 'rewardMean': 0.42447415249377124, 'totalEpisodes': 2349, 'stepsPerEpisode': 37, 'rewardPerEpisode': 26.69038457847085
'totalSteps': 112640, 'rewardStep': 0.3854058862665306, 'errorList': [], 'lossList': [0.0, 1.4253604825586081, 0.0, 0.5203930136747659, 0.0, 0.0, 0.0], 'rewardMean': 0.44289761209739825, 'totalEpisodes': 2372, 'stepsPerEpisode': 79, 'rewardPerEpisode': 48.30371628854153
'totalSteps': 114688, 'rewardStep': 0.21993861180361762, 'errorList': [], 'lossList': [0.0, 1.454576413333416, 0.0, 0.3921859868103638, 0.0, 0.0, 0.0], 'rewardMean': 0.443660042993431, 'totalEpisodes': 2399, 'stepsPerEpisode': 31, 'rewardPerEpisode': 7.152688199224156
'totalSteps': 116736, 'rewardStep': 0.442268601867265, 'errorList': [], 'lossList': [0.0, 1.4536732140928508, 0.0, 0.6457212317269295, 0.0, 0.0, 0.0], 'rewardMean': 0.40427596116898246, 'totalEpisodes': 2423, 'stepsPerEpisode': 35, 'rewardPerEpisode': 15.35180345413283
'totalSteps': 118784, 'rewardStep': 0.7947951879903931, 'errorList': [], 'lossList': [0.0, 1.4748722545802593, 0.0, 0.517028895393014, 0.0, 0.0, 0.0], 'rewardMean': 0.4380044621540168, 'totalEpisodes': 2450, 'stepsPerEpisode': 24, 'rewardPerEpisode': 13.753382628134894
'totalSteps': 120832, 'rewardStep': 0.6679604094805699, 'errorList': [], 'lossList': [0.0, 1.5285705849528313, 0.0, 0.5067986506503075, 0.0, 0.0, 0.0], 'rewardMean': 0.4662987062075416, 'totalEpisodes': 2477, 'stepsPerEpisode': 18, 'rewardPerEpisode': 8.448558493836183
'totalSteps': 122880, 'rewardStep': 0.48690483947944774, 'errorList': [], 'lossList': [0.0, 1.572334697842598, 0.0, 0.6293569494970143, 0.0, 0.0, 0.0], 'rewardMean': 0.46310245814402, 'totalEpisodes': 2500, 'stepsPerEpisode': 31, 'rewardPerEpisode': 17.31260669090811
'totalSteps': 124928, 'rewardStep': 0.25695671929266006, 'errorList': [], 'lossList': [0.0, 1.6135144729167223, 0.0, 0.6870070382021367, 0.0, 0.0, 0.0], 'rewardMean': 0.4541799921068293, 'totalEpisodes': 2523, 'stepsPerEpisode': 136, 'rewardPerEpisode': 87.9596915606444
'totalSteps': 126976, 'rewardStep': 0.3092449804492221, 'errorList': [], 'lossList': [0.0, 1.654968011379242, 0.0, 0.6090157052502037, 0.0, 0.0, 0.0], 'rewardMean': 0.4811496966017176, 'totalEpisodes': 2549, 'stepsPerEpisode': 67, 'rewardPerEpisode': 36.550612962579706
'totalSteps': 129024, 'rewardStep': 0.8255188919668612, 'errorList': [], 'lossList': [0.0, 1.6713825732469558, 0.0, 0.5834441386628896, 0.0, 0.0, 0.0], 'rewardMean': 0.5158606907646268, 'totalEpisodes': 2575, 'stepsPerEpisode': 6, 'rewardPerEpisode': 4.9780712234429245
'totalSteps': 131072, 'rewardStep': 0.664777420816228, 'errorList': [], 'lossList': [0.0, 1.6978123120963573, 0.0, 0.4233091940172017, 0.0, 0.0, 0.0], 'rewardMean': 0.5053771549412795, 'totalEpisodes': 2598, 'stepsPerEpisode': 43, 'rewardPerEpisode': 27.45457616613243
'totalSteps': 133120, 'rewardStep': 0.6705907928671434, 'errorList': [], 'lossList': [0.0, 1.7253147777169944, 0.0, 0.5508866875898093, 0.0, 0.0, 0.0], 'rewardMean': 0.5338956456013408, 'totalEpisodes': 2624, 'stepsPerEpisode': 78, 'rewardPerEpisode': 35.170973456769985
'totalSteps': 135168, 'rewardStep': 0.6811334463327665, 'errorList': [], 'lossList': [0.0, 1.73977606035769, 0.0, 0.3119735307758674, 0.0, 0.0, 0.0], 'rewardMean': 0.5800151290542557, 'totalEpisodes': 2651, 'stepsPerEpisode': 12, 'rewardPerEpisode': 6.813665127827618
'totalSteps': 137216, 'rewardStep': 0.7519911452467067, 'errorList': [], 'lossList': [0.0, 1.7597108475863934, 0.0, 0.5232835862319917, 0.0, 0.0, 0.0], 'rewardMean': 0.6109873833921998, 'totalEpisodes': 2674, 'stepsPerEpisode': 70, 'rewardPerEpisode': 34.81878059321394
'totalSteps': 139264, 'rewardStep': 0.899513356440783, 'errorList': [], 'lossList': [0.0, 1.762490076199174, 0.0, 0.611388346599415, 0.0, 0.0, 0.0], 'rewardMean': 0.6214592002372389, 'totalEpisodes': 2698, 'stepsPerEpisode': 108, 'rewardPerEpisode': 78.9650813249597
'totalSteps': 141312, 'rewardStep': 0.3143982546165893, 'errorList': [], 'lossList': [0.0, 1.755887745693326, 0.0, 0.27413482202682643, 0.0, 0.0, 0.0], 'rewardMean': 0.5861029847508409, 'totalEpisodes': 2724, 'stepsPerEpisode': 90, 'rewardPerEpisode': 61.7688986259656
'totalSteps': 143360, 'rewardStep': 0.34918778083056334, 'errorList': [], 'lossList': [0.0, 1.7742667380720376, 0.0, 0.3101626386633143, 0.0, 0.0, 0.0], 'rewardMean': 0.5723312788859525, 'totalEpisodes': 2751, 'stepsPerEpisode': 45, 'rewardPerEpisode': 21.90035819481604
'totalSteps': 145408, 'rewardStep': 0.46949174198379084, 'errorList': [], 'lossList': [0.0, 1.8064044550061227, 0.0, 0.20053618567762896, 0.0, 0.0, 0.0], 'rewardMean': 0.5935847811550654, 'totalEpisodes': 2778, 'stepsPerEpisode': 130, 'rewardPerEpisode': 91.37541655305162
'totalSteps': 147456, 'rewardStep': 0.8572899531798086, 'errorList': [], 'lossList': [0.0, 1.838222236931324, 0.0, 0.13958178303437307, 0.0, 0.0, 0.0], 'rewardMean': 0.6483892784281241, 'totalEpisodes': 2805, 'stepsPerEpisode': 2, 'rewardPerEpisode': 0.8572899531798086
'totalSteps': 149504, 'rewardStep': 0.43462728990230604, 'errorList': [], 'lossList': [0.0, 1.878126734867692, 0.0, 0.40384333962574603, 0.0, 0.0, 0.0], 'rewardMean': 0.6093001182216685, 'totalEpisodes': 2830, 'stepsPerEpisode': 36, 'rewardPerEpisode': 14.935539447047038
'totalSteps': 151552, 'rewardStep': 0.32519344823474716, 'errorList': [], 'lossList': [0.0, 1.9110959876328706, 0.0, 0.3058847489301115, 0.0, 0.0, 0.0], 'rewardMean': 0.5753417209635205, 'totalEpisodes': 2853, 'stepsPerEpisode': 61, 'rewardPerEpisode': 23.656526913307303
'totalSteps': 153600, 'rewardStep': 0.28988987464299076, 'errorList': [], 'lossList': [0.0, 1.9332860440015793, 0.0, 0.1426490225130692, 0.0, 0.0, 0.0], 'rewardMean': 0.5372716291411053, 'totalEpisodes': 2881, 'stepsPerEpisode': 53, 'rewardPerEpisode': 17.602281608535403
'totalSteps': 155648, 'rewardStep': 0.8953076379779243, 'errorList': [], 'lossList': [0.0, 1.959724560379982, 0.0, 0.3219965158496052, 0.0, 0.0, 0.0], 'rewardMean': 0.558689048305621, 'totalEpisodes': 2907, 'stepsPerEpisode': 67, 'rewardPerEpisode': 53.510780846532825
'totalSteps': 157696, 'rewardStep': 0.681326743411253, 'errorList': [], 'lossList': [0.0, 1.9853996474295854, 0.0, 0.16043223700253292, 0.0, 0.0, 0.0], 'rewardMean': 0.5516226081220756, 'totalEpisodes': 2934, 'stepsPerEpisode': 6, 'rewardPerEpisode': 2.171214186202198
'totalSteps': 159744, 'rewardStep': 0.42729741197376025, 'errorList': [], 'lossList': [0.0, 2.0042345907539127, 0.0, 0.218998292228207, 0.0, 0.0, 0.0], 'rewardMean': 0.5044010136753734, 'totalEpisodes': 2959, 'stepsPerEpisode': 116, 'rewardPerEpisode': 90.759775030442
'totalSteps': 161792, 'rewardStep': 0.7264989083617233, 'errorList': [], 'lossList': [0.0, 2.00666878670454, 0.0, 0.14294189533684404, 0.0, 0.0, 0.0], 'rewardMean': 0.5456110790498868, 'totalEpisodes': 2987, 'stepsPerEpisode': 7, 'rewardPerEpisode': 3.455344085529892
'totalSteps': 163840, 'rewardStep': 0.5322209558461455, 'errorList': [], 'lossList': [0.0, 2.0317060485482217, 0.0, 0.25731466691941024, 0.0, 0.0, 0.0], 'rewardMean': 0.5639143965514449, 'totalEpisodes': 3011, 'stepsPerEpisode': 50, 'rewardPerEpisode': 15.640106630028809
'totalSteps': 165888, 'rewardStep': 0.46011946895177847, 'errorList': [], 'lossList': [0.0, 2.065782292932272, 0.0, 0.15827118253801017, 0.0, 0.0, 0.0], 'rewardMean': 0.5629771692482437, 'totalEpisodes': 3039, 'stepsPerEpisode': 5, 'rewardPerEpisode': 2.6089502850506703
'totalSteps': 167936, 'rewardStep': 0.41375775574482754, 'errorList': [], 'lossList': [0.0, 2.072452863305807, 0.0, 0.34632314841728656, 0.0, 0.0, 0.0], 'rewardMean': 0.5186239495047456, 'totalEpisodes': 3062, 'stepsPerEpisode': 86, 'rewardPerEpisode': 50.29713213330031
'totalSteps': 169984, 'rewardStep': 0.803490479648323, 'errorList': [], 'lossList': [0.0, 2.0817183896899225, 0.0, 0.18430365020176395, 0.0, 0.0, 0.0], 'rewardMean': 0.5555102684793474, 'totalEpisodes': 3090, 'stepsPerEpisode': 14, 'rewardPerEpisode': 9.477909733186117
'totalSteps': 172032, 'rewardStep': 0.9333070521607143, 'errorList': [], 'lossList': [0.0, 2.108248306810856, 0.0, 0.20168587672524155, 0.0, 0.0, 0.0], 'rewardMean': 0.616321628871944, 'totalEpisodes': 3117, 'stepsPerEpisode': 29, 'rewardPerEpisode': 20.55268536103741
