#parameter variation file for learning
#varied parameters:
#case = 1
#computationIndex = 0
#functionData = {'nArms': 3, 'evaluationSteps': 5000, 'episodeSteps': 2500, 'episodeStepsMax': 3125, 'totalLearningSteps': 5000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 2, 'rewardPositionFactor': 0.5, 'stepUpdateTime': 0.02, 'thresholdFactor': 0.5, 'cartForce': 120, 'numberOfTests': 50, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r2_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r2_Results', 'verbose': True}
#
'totalSteps': 3125, 'rewardStep': 0.5960771677913054, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.5960771677913054, 'totalEpisodes': 1496, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.5960771677913054
'totalSteps': 37500, 'rewardStep': 0.6472904019765995, 'errorList': [], 'lossList': [0.0, -0.44490441777268236, 0.0, 14.346092112210332, 0.0, 0.0, 0.0], 'rewardMean': 0.7105416730272871, 'totalEpisodes': 10663, 'stepsPerEpisode': 3, 'rewardPerEpisode': 1.9435130302462043
'totalSteps': 40625, 'rewardStep': 0.5872941905620654, 'errorList': [], 'lossList': [0.0, -0.38425847285864306, 0.0, 15.196578627216573, 0.0, 0.0, 0.0], 'rewardMean': 0.6932673186005212, 'totalEpisodes': 10954, 'stepsPerEpisode': 12, 'rewardPerEpisode': 7.689113888891681
'totalSteps': 43750, 'rewardStep': 0.6636563717380093, 'errorList': [], 'lossList': [0.0, -0.34012508623454035, 0.0, 15.927190023539017, 0.0, 0.0, 0.0], 'rewardMean': 0.7082367063214186, 'totalEpisodes': 11207, 'stepsPerEpisode': 16, 'rewardPerEpisode': 10.73670624476842
'totalSteps': 46875, 'rewardStep': 0.7429425602913916, 'errorList': [], 'lossList': [0.0, -0.2995459558404222, 0.0, 17.526751074499014, 0.0, 0.0, 0.0], 'rewardMean': 0.731134712897654, 'totalEpisodes': 11441, 'stepsPerEpisode': 12, 'rewardPerEpisode': 9.010945162908381
'totalSteps': 50000, 'rewardStep': 0.7635310631757741, 'errorList': [], 'lossList': [0.0, -0.2549065032479714, 0.0, 17.63441624544105, 0.0, 0.0, 0.0], 'rewardMean': 0.7202145517004168, 'totalEpisodes': 11666, 'stepsPerEpisode': 9, 'rewardPerEpisode': 7.338859650900574
'totalSteps': 53125, 'rewardStep': 0.6904369058364204, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.7001930938544133, 'totalEpisodes': 11891, 'stepsPerEpisode': 10, 'rewardPerEpisode': 7.227807600609959
'totalSteps': 56250, 'rewardStep': 0.8523285205766792, 'errorList': [], 'lossList': [0.0, -0.21321894155473126, 0.0, 16.783300216830508, 0.0, 0.0, 0.0], 'rewardMean': 0.709899056343916, 'totalEpisodes': 12105, 'stepsPerEpisode': 3, 'rewardPerEpisode': 2.685895752572901
'totalSteps': 59375, 'rewardStep': 0.7636022259275351, 'errorList': [], 'lossList': [0.0, -0.16944233839000974, 0.0, 15.367364957381268, 0.0, 0.0, 0.0], 'rewardMean': 0.709093564132851, 'totalEpisodes': 12336, 'stepsPerEpisode': 5, 'rewardPerEpisode': 4.03221681597462
'totalSteps': 62500, 'rewardStep': 0.7787524342835008, 'errorList': [], 'lossList': [0.0, -0.11608297662163267, 0.0, 18.252469343068647, 0.0, 0.0, 0.0], 'rewardMean': 0.7180271580204396, 'totalEpisodes': 12568, 'stepsPerEpisode': 3, 'rewardPerEpisode': 2.2509675674310845
'totalSteps': 65625, 'rewardStep': 0.6801150291715432, 'errorList': [], 'lossList': [0.0, -0.06447795602892126, 0.0, 21.4324321610587, 0.0, 0.0, 0.0], 'rewardMean': 0.7213096207399339, 'totalEpisodes': 12755, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.3213766833464322
'totalSteps': 68750, 'rewardStep': 0.7351869536305577, 'errorList': [], 'lossList': [0.0, -0.026120013606791594, 0.0, 16.72400432508819, 0.0, 0.0, 0.0], 'rewardMean': 0.7360988970467831, 'totalEpisodes': 12956, 'stepsPerEpisode': 22, 'rewardPerEpisode': 17.312739463759694
'totalSteps': 71875, 'rewardStep': 0.6131152007288143, 'errorList': [], 'lossList': [0.0, 0.0034908919918293854, 0.0, 22.376224763052804, 0.0, 0.0, 0.0], 'rewardMean': 0.7310447799458637, 'totalEpisodes': 13144, 'stepsPerEpisode': 10, 'rewardPerEpisode': 6.62485977573668
'totalSteps': 75000, 'rewardStep': 0.6753963227930394, 'errorList': [], 'lossList': [0.0, 0.043051733053764515, 0.0, 16.91314086816749, 0.0, 0.0, 0.0], 'rewardMean': 0.7242901561960285, 'totalEpisodes': 13341, 'stepsPerEpisode': 6, 'rewardPerEpisode': 4.209464559874003
'totalSteps': 78125, 'rewardStep': 0.6744740017184098, 'errorList': [], 'lossList': [0.0, 0.09623790780196384, 0.0, 17.0482945422737, 0.0, 0.0, 0.0], 'rewardMean': 0.7153844500502919, 'totalEpisodes': 13544, 'stepsPerEpisode': 11, 'rewardPerEpisode': 8.507535999634952
'totalSteps': 81250, 'rewardStep': 0.8515227535206352, 'errorList': [], 'lossList': [0.0, 0.14012505114078522, 0.0, 13.542994259814828, 0.0, 0.0, 0.0], 'rewardMean': 0.7314930348187135, 'totalEpisodes': 13749, 'stepsPerEpisode': 3, 'rewardPerEpisode': 2.5740313120431293
'totalSteps': 84375, 'rewardStep': 0.7509544432546836, 'errorList': [], 'lossList': [0.0, 0.17086596863002193, 0.0, 14.523483945885483, 0.0, 0.0, 0.0], 'rewardMean': 0.73754478856054, 'totalEpisodes': 13924, 'stepsPerEpisode': 21, 'rewardPerEpisode': 17.499274074287236
'totalSteps': 87500, 'rewardStep': 0.8289302134482582, 'errorList': [], 'lossList': [0.0, 0.18291381369439924, 0.0, 10.982436486652919, 0.0, 0.0, 0.0], 'rewardMean': 0.7352049578476978, 'totalEpisodes': 14079, 'stepsPerEpisode': 81, 'rewardPerEpisode': 68.94496697462911
'totalSteps': 90625, 'rewardStep': 0.7252069482835315, 'errorList': [], 'lossList': [0.0, 0.2019470709927228, 0.0, 7.068376731872559, 0.0, 0.0, 0.0], 'rewardMean': 0.7313654300832975, 'totalEpisodes': 14239, 'stepsPerEpisode': 3, 'rewardPerEpisode': 2.182610922122665
'totalSteps': 93750, 'rewardStep': 0.7000462466562628, 'errorList': [], 'lossList': [0.0, 0.23309605176351508, 0.0, 6.823775274412973, 0.0, 0.0, 0.0], 'rewardMean': 0.7234948113205737, 'totalEpisodes': 14398, 'stepsPerEpisode': 23, 'rewardPerEpisode': 19.627442149130722
'totalSteps': 96875, 'rewardStep': 0.6944805214079358, 'errorList': [], 'lossList': [0.0, 0.26273325851985385, 0.0, 6.998192369208044, 0.0, 0.0, 0.0], 'rewardMean': 0.7249313605442128, 'totalEpisodes': 14553, 'stepsPerEpisode': 5, 'rewardPerEpisode': 3.544888393910268
'totalSteps': 100000, 'rewardStep': 0.8426863529455244, 'errorList': [], 'lossList': [0.0, 0.2860805813755308, 0.0, 5.890623445900119, 0.0, 0.0, 0.0], 'rewardMean': 0.7356813004757095, 'totalEpisodes': 14716, 'stepsPerEpisode': 13, 'rewardPerEpisode': 10.844649659506294
'totalSteps': 103125, 'rewardStep': 0.7710977710044777, 'errorList': [], 'lossList': [0.0, 0.31883996171610696, 0.0, 5.568228713346987, 0.0, 0.0, 0.0], 'rewardMean': 0.7514795575032759, 'totalEpisodes': 14876, 'stepsPerEpisode': 4, 'rewardPerEpisode': 2.976189650457017
'totalSteps': 106250, 'rewardStep': 0.6007655186580015, 'errorList': [], 'lossList': [0.0, 0.35686795766256296, 0.0, 8.433047477566467, 0.0, 0.0, 0.0], 'rewardMean': 0.7440164770897721, 'totalEpisodes': 15010, 'stepsPerEpisode': 11, 'rewardPerEpisode': 6.866461768591387
'totalSteps': 109375, 'rewardStep': 0.47290072919105497, 'errorList': [], 'lossList': [0.0, 0.38846909671413654, 0.0, 7.575294105860651, 0.0, 0.0, 0.0], 'rewardMean': 0.7238591498370367, 'totalEpisodes': 15151, 'stepsPerEpisode': 28, 'rewardPerEpisode': 18.507680379375298
'totalSteps': 112500, 'rewardStep': 0.8822215499108957, 'errorList': [], 'lossList': [0.0, 0.42847445874798057, 0.0, 8.833272398734579, 0.0, 0.0, 0.0], 'rewardMean': 0.7269290294760627, 'totalEpisodes': 15259, 'stepsPerEpisode': 4, 'rewardPerEpisode': 3.5257896737710444
'totalSteps': 115625, 'rewardStep': 0.6975776352761813, 'errorList': [], 'lossList': [0.0, 0.4686844545967725, 0.0, 11.58619224392638, 0.0, 0.0, 0.0], 'rewardMean': 0.7215913486782124, 'totalEpisodes': 15385, 'stepsPerEpisode': 5, 'rewardPerEpisode': 3.5340379344646364
'totalSteps': 118750, 'rewardStep': 0.7309072348761738, 'errorList': [], 'lossList': [0.0, 0.4941669284689183, 0.0, 8.97674719946725, 0.0, 0.0, 0.0], 'rewardMean': 0.7117890508210039, 'totalEpisodes': 15506, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.5947346389217225
'totalSteps': 121875, 'rewardStep': 0.7654366812512474, 'errorList': [], 'lossList': [0.0, 0.5217645152490966, 0.0, 9.48669868488701, 0.0, 0.0, 0.0], 'rewardMean': 0.7158120241177757, 'totalEpisodes': 15610, 'stepsPerEpisode': 38, 'rewardPerEpisode': 27.804173675442712
'totalSteps': 125000, 'rewardStep': 0.6543697450148362, 'errorList': [], 'lossList': [0.0, 0.56739676241972, 0.0, 11.640699440119217, 0.0, 0.0, 0.0], 'rewardMean': 0.7112443739536329, 'totalEpisodes': 15728, 'stepsPerEpisode': 26, 'rewardPerEpisode': 16.963339955474265
'totalSteps': 128125, 'rewardStep': 0.6048682932754503, 'errorList': [], 'lossList': [0.0, 0.6184646987185186, 0.0, 9.312816004850427, 0.0, 0.0, 0.0], 'rewardMean': 0.7022831511403844, 'totalEpisodes': 15835, 'stepsPerEpisode': 31, 'rewardPerEpisode': 19.329789489050594
'totalSteps': 131250, 'rewardStep': 0.6365896037281105, 'errorList': [], 'lossList': [0.0, 0.6635202655986864, 0.0, 9.475029886985311, 0.0, 0.0, 0.0], 'rewardMean': 0.6816734762186428, 'totalEpisodes': 15912, 'stepsPerEpisode': 19, 'rewardPerEpisode': 12.273009695045674
'totalSteps': 134375, 'rewardStep': 0.46606287936459345, 'errorList': [], 'lossList': [0.0, 0.6922290233933196, 0.0, 8.612378260554099, 0.0, 0.0, 0.0], 'rewardMean': 0.6511699870546546, 'totalEpisodes': 15992, 'stepsPerEpisode': 30, 'rewardPerEpisode': 16.954480853419415
'totalSteps': 137500, 'rewardStep': 0.49623280163616523, 'errorList': [], 'lossList': [0.0, 0.7098600078602226, 0.0, 15.90877610518008, 0.0, 0.0, 0.0], 'rewardMean': 0.6407167153524709, 'totalEpisodes': 16086, 'stepsPerEpisode': 26, 'rewardPerEpisode': 16.009512421944034
'totalSteps': 140625, 'rewardStep': 0.22816725652010145, 'errorList': [], 'lossList': [0.0, 0.7326842825023495, 0.0, 11.867771938868932, 0.0, 0.0, 0.0], 'rewardMean': 0.6162433680853756, 'totalEpisodes': 16165, 'stepsPerEpisode': 112, 'rewardPerEpisode': 75.53977850915426
'totalSteps': 143750, 'rewardStep': 0.7980375995740707, 'errorList': [], 'lossList': [0.0, 0.7610797761654368, 0.0, 13.06085515995415, 0.0, 0.0, 0.0], 'rewardMean': 0.607824973051693, 'totalEpisodes': 16271, 'stepsPerEpisode': 64, 'rewardPerEpisode': 51.41278355810304
'totalSteps': 146875, 'rewardStep': 0.8128868155273792, 'errorList': [], 'lossList': [0.0, 0.7871389299022908, 0.0, 10.62596641949245, 0.0, 0.0, 0.0], 'rewardMean': 0.6193558910768129, 'totalEpisodes': 16361, 'stepsPerEpisode': 13, 'rewardPerEpisode': 10.039530649151262
'totalSteps': 150000, 'rewardStep': 0.6491885228795268, 'errorList': [], 'lossList': [0.0, 0.8249378197047175, 0.0, 10.627749307788148, 0.0, 0.0, 0.0], 'rewardMean': 0.6111840198771482, 'totalEpisodes': 16452, 'stepsPerEpisode': 7, 'rewardPerEpisode': 4.8289732756230555
'totalSteps': 153125, 'rewardStep': 0.9052198712368972, 'errorList': [], 'lossList': [0.0, 0.8565764480707597, 0.0, 9.013077446879173, 0.0, 0.0, 0.0], 'rewardMean': 0.6251623388757132, 'totalEpisodes': 16527, 'stepsPerEpisode': 35, 'rewardPerEpisode': 29.65194961271051
'totalSteps': 156250, 'rewardStep': 0.7646149197989136, 'errorList': [], 'lossList': [0.0, 0.9009506652549821, 0.0, 9.74654110402477, 0.0, 0.0, 0.0], 'rewardMean': 0.6361868563541208, 'totalEpisodes': 16625, 'stepsPerEpisode': 11, 'rewardPerEpisode': 8.331958082796541
'totalSteps': 159375, 'rewardStep': 0.6754732420129996, 'errorList': [], 'lossList': [0.0, 0.9461667408748549, 0.0, 9.752394074809795, 0.0, 0.0, 0.0], 'rewardMean': 0.6432473512278758, 'totalEpisodes': 16706, 'stepsPerEpisode': 48, 'rewardPerEpisode': 37.58882556165571
'totalSteps': 162500, 'rewardStep': 0.6576176091227393, 'errorList': [], 'lossList': [0.0, 0.9642607952867236, 0.0, 7.9960679681933655, 0.0, 0.0, 0.0], 'rewardMean': 0.6453501517673387, 'totalEpisodes': 16779, 'stepsPerEpisode': 99, 'rewardPerEpisode': 83.2117112756151
'totalSteps': 165625, 'rewardStep': 0.41706212219432015, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.6325330081061268, 'totalEpisodes': 16858, 'stepsPerEpisode': 37, 'rewardPerEpisode': 22.426523145282
'totalSteps': 168750, 'rewardStep': 0.6543853895254277, 'errorList': [], 'lossList': [0.0, 0.9688611672849071, 0.0, 8.485187686219508, 0.0, 0.0, 0.0], 'rewardMean': 0.6751548214066594, 'totalEpisodes': 16941, 'stepsPerEpisode': 10, 'rewardPerEpisode': 6.907976948207998
'totalSteps': 171875, 'rewardStep': 0.7551279392688006, 'errorList': [], 'lossList': [0.0, 0.9830840626541449, 0.0, 16.30256532454977, 0.0, 0.0, 0.0], 'rewardMean': 0.6708638553761324, 'totalEpisodes': 17003, 'stepsPerEpisode': 34, 'rewardPerEpisode': 27.43037599141286
'totalSteps': 175000, 'rewardStep': 0.7751561156418374, 'errorList': [], 'lossList': [0.0, 0.9906171813303111, 0.0, 18.41518522282036, 0.0, 0.0, 0.0], 'rewardMean': 0.6670907853875783, 'totalEpisodes': 17089, 'stepsPerEpisode': 10, 'rewardPerEpisode': 7.680705975791333
'totalSteps': 178125, 'rewardStep': 0.8125936303987579, 'errorList': [], 'lossList': [0.0, 0.9967963767294981, 0.0, 13.038183468215319, 0.0, 0.0, 0.0], 'rewardMean': 0.6834312961395014, 'totalEpisodes': 17156, 'stepsPerEpisode': 28, 'rewardPerEpisode': 23.28195523906208
'totalSteps': 181250, 'rewardStep': 0.9066921251457721, 'errorList': [], 'lossList': [0.0, 1.0114032862137774, 0.0, 12.212175646606756, 0.0, 0.0, 0.0], 'rewardMean': 0.6835785215303889, 'totalEpisodes': 17231, 'stepsPerEpisode': 62, 'rewardPerEpisode': 55.441025058993596
'totalSteps': 184375, 'rewardStep': 0.7659325553112426, 'errorList': [], 'lossList': [0.0, 1.0200555083703022, 0.0, 10.2132397208895, 0.0, 0.0, 0.0], 'rewardMean': 0.6837102850816218, 'totalEpisodes': 17310, 'stepsPerEpisode': 90, 'rewardPerEpisode': 73.08225248685476
'totalSteps': 187500, 'rewardStep': 0.5188011323129211, 'errorList': [], 'lossList': [0.0, 1.0157273367959625, 0.0, 11.558699441442684, 0.0, 0.0, 0.0], 'rewardMean': 0.6680430741116139, 'totalEpisodes': 17360, 'stepsPerEpisode': 70, 'rewardPerEpisode': 52.780388679726386
'totalSteps': 190625, 'rewardStep': 0.8562539516645855, 'errorList': [], 'lossList': [0.0, 1.045984782004843, 0.0, 10.506957095983077, 0.0, 0.0, 0.0], 'rewardMean': 0.6879067083657986, 'totalEpisodes': 17428, 'stepsPerEpisode': 13, 'rewardPerEpisode': 10.77132735316326
'totalSteps': 193750, 'rewardStep': 0.7679588488596789, 'errorList': [], 'lossList': [0.0, 1.0792715637051329, 0.0, 8.362782665661403, 0.0, 0.0, 0.0], 'rewardMean': 0.7229963810323345, 'totalEpisodes': 17499, 'stepsPerEpisode': 27, 'rewardPerEpisode': 19.12011167251714
'totalSteps': 196875, 'rewardStep': 0.5038665605262839, 'errorList': [], 'lossList': [0.0, 1.0974428378805823, 0.0, 7.379808018645462, 0.0, 0.0, 0.0], 'rewardMean': 0.7316768248655307, 'totalEpisodes': 17559, 'stepsPerEpisode': 58, 'rewardPerEpisode': 38.024299415823805
'totalSteps': 200000, 'rewardStep': 0.8319166248085523, 'errorList': [], 'lossList': [0.0, 1.1164272792485295, 0.0, 11.87311266636362, 0.0, 0.0, 0.0], 'rewardMean': 0.7494299483938431, 'totalEpisodes': 17630, 'stepsPerEpisode': 106, 'rewardPerEpisode': 90.58790728385989
'totalSteps': 203125, 'rewardStep': 0.602663482031961, 'errorList': [], 'lossList': [0.0, 1.1282375192155643, 0.0, 11.105437949238992, 0.0, 0.0, 0.0], 'rewardMean': 0.7341835026701593, 'totalEpisodes': 17702, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.2285211571742485
'totalSteps': 206250, 'rewardStep': 0.5798348787313655, 'errorList': [], 'lossList': [0.0, 1.1372459046694696, 0.0, 10.137139228898652, 0.0, 0.0, 0.0], 'rewardMean': 0.7146513789791121, 'totalEpisodes': 17775, 'stepsPerEpisode': 120, 'rewardPerEpisode': 92.82380770747741
'totalSteps': 209375, 'rewardStep': 0.6345787036960212, 'errorList': [], 'lossList': [0.0, 1.1440056968708427, 0.0, 12.983952981598524, 0.0, 0.0, 0.0], 'rewardMean': 0.6968498863088384, 'totalEpisodes': 17859, 'stepsPerEpisode': 13, 'rewardPerEpisode': 8.40754753256781
'totalSteps': 212500, 'rewardStep': 0.7131633041162044, 'errorList': [], 'lossList': [0.0, 1.1558826714145893, 0.0, 12.577318742323895, 0.0, 0.0, 0.0], 'rewardMean': 0.6774970042058817, 'totalEpisodes': 17930, 'stepsPerEpisode': 70, 'rewardPerEpisode': 58.496247000344205
'totalSteps': 215625, 'rewardStep': 0.8611589144896267, 'errorList': [], 'lossList': [0.0, 1.17640630225746, 0.0, 14.675586755908265, 0.0, 0.0, 0.0], 'rewardMean': 0.68701964012372, 'totalEpisodes': 18000, 'stepsPerEpisode': 28, 'rewardPerEpisode': 24.240921782795834
'totalSteps': 218750, 'rewardStep': 0.8228520889942205, 'errorList': [], 'lossList': [0.0, 1.1935277573916376, 0.0, 11.590127736694958, 0.0, 0.0, 0.0], 'rewardMean': 0.71742473579185, 'totalEpisodes': 18074, 'stepsPerEpisode': 74, 'rewardPerEpisode': 65.29360818588437
'totalSteps': 221875, 'rewardStep': 0.8909849775694315, 'errorList': [], 'lossList': [0.0, 1.206210681856895, 0.0, 13.763386176556956, 0.0, 0.0, 0.0], 'rewardMean': 0.7208978383823346, 'totalEpisodes': 18159, 'stepsPerEpisode': 24, 'rewardPerEpisode': 19.59729056209522
'totalSteps': 225000, 'rewardStep': 0.7195769403425236, 'errorList': [], 'lossList': [0.0, 1.2145051143607315, 0.0, 18.308311512032333, 0.0, 0.0, 0.0], 'rewardMean': 0.7160596475306191, 'totalEpisodes': 18251, 'stepsPerEpisode': 5, 'rewardPerEpisode': 3.813303924821155
'totalSteps': 228125, 'rewardStep': 0.6456832490095061, 'errorList': [], 'lossList': [0.0, 1.2100779280370595, 0.0, 11.554850055733505, 0.0, 0.0, 0.0], 'rewardMean': 0.7302413163789414, 'totalEpisodes': 18335, 'stepsPerEpisode': 16, 'rewardPerEpisode': 10.111577888156326
'totalSteps': 231250, 'rewardStep': 0.8475829927954279, 'errorList': [], 'lossList': [0.0, 1.2065243696679875, 0.0, 15.58311223205255, 0.0, 0.0, 0.0], 'rewardMean': 0.7318079531776289, 'totalEpisodes': 18404, 'stepsPerEpisode': 33, 'rewardPerEpisode': 29.225917785542016
'totalSteps': 234375, 'rewardStep': 0.7652997250134997, 'errorList': [], 'lossList': [0.0, 1.2196201460702079, 0.0, 12.538242807193678, 0.0, 0.0, 0.0], 'rewardMean': 0.7480715774757828, 'totalEpisodes': 18472, 'stepsPerEpisode': 34, 'rewardPerEpisode': 22.98565176507389
'totalSteps': 237500, 'rewardStep': 0.6238105351433608, 'errorList': [], 'lossList': [0.0, 1.23796380101418, 0.0, 10.910587886401585, 0.0, 0.0, 0.0], 'rewardMean': 0.7524691431169822, 'totalEpisodes': 18541, 'stepsPerEpisode': 14, 'rewardPerEpisode': 9.672236174352971
'totalSteps': 240625, 'rewardStep': 0.8002319784871789, 'errorList': [], 'lossList': [0.0, 1.2483146891301993, 0.0, 11.53659517521761, 0.0, 0.0, 0.0], 'rewardMean': 0.769034470596098, 'totalEpisodes': 18612, 'stepsPerEpisode': 4, 'rewardPerEpisode': 3.19602783577001
'totalSteps': 243750, 'rewardStep': 0.5366638525922469, 'errorList': [], 'lossList': [0.0, 1.236804325239999, 0.0, 9.286760790494023, 0.0, 0.0, 0.0], 'rewardMean': 0.7513845254437023, 'totalEpisodes': 18678, 'stepsPerEpisode': 52, 'rewardPerEpisode': 34.67245631014052
'totalSteps': 246875, 'rewardStep': 0.7942569490826995, 'errorList': [], 'lossList': [0.0, 1.2384882396581223, 0.0, 14.481538756039678, 0.0, 0.0, 0.0], 'rewardMean': 0.7446943289030095, 'totalEpisodes': 18761, 'stepsPerEpisode': 151, 'rewardPerEpisode': 123.45483651953357
'totalSteps': 250000, 'rewardStep': 0.8233750023103551, 'errorList': [], 'lossList': [0.0, 1.265953105566453, 0.0, 11.876362770917464, 0.0, 0.0, 0.0], 'rewardMean': 0.744746620234623, 'totalEpisodes': 18841, 'stepsPerEpisode': 36, 'rewardPerEpisode': 30.781163524908102
'totalSteps': 253125, 'rewardStep': 0.5291373103564885, 'errorList': [], 'lossList': [0.0, 1.2867899923908468, 0.0, 10.072500556829024, 0.0, 0.0, 0.0], 'rewardMean': 0.7085618535133287, 'totalEpisodes': 18906, 'stepsPerEpisode': 81, 'rewardPerEpisode': 57.966765103758654
'totalSteps': 256250, 'rewardStep': 0.7226431073571088, 'errorList': [], 'lossList': [0.0, 1.2984898936991789, 0.0, 13.515002430215175, 0.0, 0.0, 0.0], 'rewardMean': 0.7088684702147872, 'totalEpisodes': 18992, 'stepsPerEpisode': 17, 'rewardPerEpisode': 12.7038769759545
'totalSteps': 259375, 'rewardStep': 0.7234256826336554, 'errorList': [], 'lossList': [0.0, 1.3016120253777017, 0.0, 8.72834881422471, 0.0, 0.0, 0.0], 'rewardMean': 0.7166427135772021, 'totalEpisodes': 19066, 'stepsPerEpisode': 59, 'rewardPerEpisode': 46.67261748040354
'totalSteps': 262500, 'rewardStep': 0.6944590539606721, 'errorList': [], 'lossList': [0.0, 1.3072234664644513, 0.0, 10.762290286044685, 0.0, 0.0, 0.0], 'rewardMean': 0.7013303196937265, 'totalEpisodes': 19142, 'stepsPerEpisode': 118, 'rewardPerEpisode': 99.24805006862401
