#parameter variation file for learning
#varied parameters:
#case = 3
#computationIndex = 2
#functionData = {'nArms': 3, 'evaluationSteps': 5000, 'episodeSteps': 2500, 'episodeStepsMax': 3125, 'totalLearningSteps': 5000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'PPO', 'rewardMode': 2, 'rewardPositionFactor': 0.8, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 100, 'numberOfTests': 50, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP_PPO_r2_tF2d25_rPF0d1_Model', 'netarchLayerSize': 128, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP_PPO_r2_tF2d25_rPF0d1_Results', 'verbose': True}
#
'totalSteps': 3125, 'rewardStep': 0.8602833731627298, 'errorList': [], 'lossList': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'rewardMean': 0.8602833731627298, 'totalEpisodes': 438, 'stepsPerEpisode': 7, 'rewardPerEpisode': 6.597148038404463
'totalSteps': 46875, 'rewardStep': 0.9607121577321023, 'errorList': [13434695.738352992, 891734.704892745, 1463975.7301986774, 996701.0716047324, 629535.3869546056, 3545767.2669260893, 1562348.5841493916, 939459.3044253126, 402676.77996645233, 3264080.2095609377, 647064.4140819978, 897863.1980325866, 74491.66248727447, 978301.0068765812, 4172050.2909361823, 350804.4254661856, 2651024.2163042347, 15514214.96581676, 665131.5995886645, 1379985.4137937995, 399748.8156125303, 3410804.1432440123, 267167.1660409361, 628767.7784684116, 1223725.7367969002, 506540.5828353427, 307769.2659015354, 458208.6143139746, 611008.355196646, 3276571.1819512756, 695966.8339467006, 7033544.60497752, 9990371.628502388, 2104757.1221622904, 322352.53899970045, 3426359.2731174515, 593071.7102419479, 912408.1500773211, 4310242.691478336, 1222434.2795493687, 264789.6379079364, 317410.8136903116, 5797809.728206649, 215471.23843573398, 6248910.53132892, 227564.2881924158, 1394772.794748364, 5099394.44483482, 2017282.862722082, 298613.0351541164], 'lossList': [0.0, -0.8300724555035026, 0.0, 5.252980336364435, 0.0, 0.0, 0.0], 'rewardMean': 0.8197945030209499, 'totalEpisodes': 2340, 'stepsPerEpisode': 2, 'rewardPerEpisode': 1.9312875355911587, 'successfulTests': 0
'totalSteps': 50000, 'rewardStep': 0.925318597890699, 'errorList': [], 'lossList': [0.0, -0.8057514157830452, 0.0, 6.830795963443055, 0.0, 0.0, 0.0], 'rewardMean': 0.8208428356914295, 'totalEpisodes': 2382, 'stepsPerEpisode': 24, 'rewardPerEpisode': 22.548585459863624
'totalSteps': 53125, 'rewardStep': 0.9063885034185681, 'errorList': [], 'lossList': [0.0, -0.7862039558741512, 0.0, 5.876439704213824, 0.0, 0.0, 0.0], 'rewardMean': 0.8190941142459917, 'totalEpisodes': 2423, 'stepsPerEpisode': 4, 'rewardPerEpisode': 3.630917293729965
'totalSteps': 56250, 'rewardStep': 0.9490104651771724, 'errorList': [], 'lossList': [0.0, -0.7895516126739736, 0.0, 5.13754807734976, 0.0, 0.0, 0.0], 'rewardMean': 0.8220611879211359, 'totalEpisodes': 2462, 'stepsPerEpisode': 45, 'rewardPerEpisode': 43.37825086030379
'totalSteps': 59375, 'rewardStep': 0.8409192771431715, 'errorList': [], 'lossList': [0.0, -0.794914428920162, 0.0, 5.37231357511209, 0.0, 0.0, 0.0], 'rewardMean': 0.8163800686146251, 'totalEpisodes': 2501, 'stepsPerEpisode': 80, 'rewardPerEpisode': 73.76056568007209
'totalSteps': 62500, 'rewardStep': 0.9095982014100503, 'errorList': [], 'lossList': [0.0, -0.7745103943104646, 0.0, 9.079546436971548, 0.0, 0.0, 0.0], 'rewardMean': 0.8184802327197032, 'totalEpisodes': 2539, 'stepsPerEpisode': 9, 'rewardPerEpisode': 8.463772549801309
'totalSteps': 65625, 'rewardStep': 0.9688448787478664, 'errorList': [4206310.060423239, 1610447.3928081365, 2070752.5232790867, 3450610.762749494, 171444.31709111674, 5918504.734597289, 2524635.2850941303, 4786744.6900235275, 665254.2355460224, 4527440.279275204, 92667.55858986099, 603795.2584639962, 737548.5656592349, 266315.95083755994, 539933.4565383483, 1598072.849167973, 1803332.0455561262, 411781.1154782854, 2648840.2452906216, 157032.50878950013, 16936571.03972957, 15430204.3416347, 6634104.281667696, 659226.9802926899, 1969451.8681648222, 10520325.072944632, 1197934.0590394132, 1391502.5904497623, 1438641.0600782507, 385644.5158774607, 519867.46172296087, 983127.4244765092, 1270.21195783228, 1395261.5193114467, 5099788.334590053, 4117427.4971534726, 659468.8864512094, 3002566.759480181, 2117258.2367287125, 174496.08115837863, 1347148.2611731733, 2556339.074967242, 517672.3097582211, 430628.3575560068, 2511667.756160042, 1167670.8817308513, 325210.87554999563, 3775943.0422026436, 4272454.336680257, 14925044.916242218], 'lossList': [0.0, -0.7668078687726235, 0.0, 8.022492997500361, 0.0, 0.0, 0.0], 'rewardMean': 0.8325936259097183, 'totalEpisodes': 2576, 'stepsPerEpisode': 46, 'rewardPerEpisode': 44.28652318499874, 'successfulTests': 0
'totalSteps': 68750, 'rewardStep': 0.7577496544116513, 'errorList': [], 'lossList': [0.0, -0.7707628936183696, 0.0, 7.9131948310501725, 0.0, 0.0, 0.0], 'rewardMean': 0.8158037794082504, 'totalEpisodes': 2609, 'stepsPerEpisode': 82, 'rewardPerEpisode': 71.69084738889951
'totalSteps': 71875, 'rewardStep': 0.8515606218821985, 'errorList': [], 'lossList': [0.0, -0.7827003800139135, 0.0, 4.709922767658623, 0.0, 0.0, 0.0], 'rewardMean': 0.8539850386889091, 'totalEpisodes': 2639, 'stepsPerEpisode': 81, 'rewardPerEpisode': 72.27962619891359
'totalSteps': 75000, 'rewardStep': 0.5269247536865889, 'errorList': [], 'lossList': [0.0, -0.7811258159121689, 0.0, 5.297132373829277, 0.0, 0.0, 0.0], 'rewardMean': 0.8597027111500068, 'totalEpisodes': 2671, 'stepsPerEpisode': 63, 'rewardPerEpisode': 48.91594853255568
'totalSteps': 78125, 'rewardStep': 0.9608535687285009, 'errorList': [1204767.8605697975, 496014.7887233364, 745897.8222485543, 1089009.7846121269, 1431722.1692116132, 2427947.6931888303, 1249972.324742707, 7371031.447138069, 2578159.1185971163, 203478.24797105094, 5809017.2328920895, 2273902.021051451, 7020605.067571425, 2929874.441479085, 361534.3101935859, 2698734.9035838456, 2729262.2506763414, 672811.441601902, 3776356.779415378, 387467.5168930745, 2654618.4883870236, 384289.2587898074, 902925.1445678776, 659547.9285005629, 1338796.7789737813, 3898296.395953532, 464278.4196689103, 261697.80963895284, 1031150.166561791, 3772768.928899992, 610718.7789305227, 1315704.9448842828, 456630.9521386106, 7043448.764702204, 909060.0996378532, 1481805.0993284464, 14761693.062682645, 1519767.4373226543, 1818085.2466308118, 623756.405637379, 507444.98958870716, 1519027.3951766018, 11693428.328945404, 1069699.732176789, 12773377.652794184, 1870470.290481382, 750457.3699048196, 1612273.5652010823, 1028764.7799004731, 711314.7693017923], 'lossList': [0.0, -0.7690300053479721, 0.0, 10.697189305266555, 0.0, 0.0, 0.0], 'rewardMean': 0.8597168522496468, 'totalEpisodes': 2705, 'stepsPerEpisode': 1, 'rewardPerEpisode': 0.9608535687285009, 'successfulTests': 0
'totalSteps': 81250, 'rewardStep': 0.8657923655655096, 'errorList': [], 'lossList': [0.0, -0.7529409357479641, 0.0, 8.74876551238858, 0.0, 0.0, 0.0], 'rewardMean': 0.8537642290171277, 'totalEpisodes': 2737, 'stepsPerEpisode': 41, 'rewardPerEpisode': 37.77009518511202
'totalSteps': 84375, 'rewardStep': 0.9220872826398838, 'errorList': [], 'lossList': [0.0, -0.7255949481409423, 0.0, 7.791985554111247, 0.0, 0.0, 0.0], 'rewardMean': 0.8553341069392593, 'totalEpisodes': 2769, 'stepsPerEpisode': 89, 'rewardPerEpisode': 84.1090177455971
'totalSteps': 87500, 'rewardStep': 0.9666178840256727, 'errorList': [3130524.6006866395, 1512621.18695237, 139194.5456960384, 180708.34449315915, 690179.5970064219, 16076012.354493733, 241342.15745832163, 533478.0290905051, 5928897.967745202, 639556.0076398944, 4131695.862105072, 350508.1040695498, 977667.7962502963, 1978814.2579160659, 7190212.468258939, 1412461.9682986701, 400515.36422163714, 905737.8272529095, 2255433.1899808804, 4088117.8283789763, 1040354.1151995494, 1786214.9023690652, 382574.6803191569, 861659.0318189339, 30352588.31463698, 313457.2147541341, 1300111.03119348, 4797692.335666691, 1457416.2479268142, 1338786.5677345144, 312535.06195720064, 899362.0092682145, 292950.37335526437, 2944916.4770770483, 1049087.520919732, 782731.717804708, 2338726.670973509, 3976510.6935812826, 351219.70556746045, 317137.4951947396, 4568376.217315008, 28556907.015267402, 762932.6343316303, 736820.087114357, 660248.1312494123, 1384895.3374208366, 1649084.7085309143, 8456187.246556183, 1342471.4634015302, 1727750.2957682214], 'lossList': [0.0, -0.7028664286039313, 0.0, 5.049639828107795, 0.0, 0.0, 0.0], 'rewardMean': 0.8570948488241095, 'totalEpisodes': 2801, 'stepsPerEpisode': 18, 'rewardPerEpisode': 17.290173347089702, 'successfulTests': 0
'totalSteps': 90625, 'rewardStep': 0.7755355367550575, 'errorList': [], 'lossList': [0.0, -0.7002420114011181, 0.0, 5.607785888594024, 0.0, 0.0, 0.0], 'rewardMean': 0.850556474785298, 'totalEpisodes': 2830, 'stepsPerEpisode': 121, 'rewardPerEpisode': 111.75208455194597
'totalSteps': 93750, 'rewardStep': 0.8333087009254491, 'errorList': [], 'lossList': [0.0, -0.6917395782713988, 0.0, 4.555160894685862, 0.0, 0.0, 0.0], 'rewardMean': 0.8429275247368379, 'totalEpisodes': 2856, 'stepsPerEpisode': 121, 'rewardPerEpisode': 112.86353015259593
'totalSteps': 96875, 'rewardStep': 0.453851486868659, 'errorList': [], 'lossList': [0.0, -0.6761814951896667, 0.0, 5.229244041686155, 0.0, 0.0, 0.0], 'rewardMean': 0.7914281855489171, 'totalEpisodes': 2885, 'stepsPerEpisode': 91, 'rewardPerEpisode': 71.76396138305246
'totalSteps': 100000, 'rewardStep': 0.979265376084789, 'errorList': [680251.5354164934, 281763.1619152038, 564093.0512203785, 2170175.6314623365, 592397.7506182933, 1733277.131277089, 2224938.7491253573, 1130240.7345391025, 11094170.177523963, 10801792.010537166, 499016.86038189416, 8768873.47352048, 25061185.946273796, 18611928.99481388, 2127449.60292172, 3573651.6219019704, 314966.65466474346, 1373514.3286224084, 193217.15274066984, 644219.9034321469, 5882423.398049873, 971801.4219088784, 845754.4414611517, 620386.0092677836, 333478.7590026943, 838136.0792731219, 763308.6695030788, 144969.19623812265, 1656.9675287529096, 288677.8073457297, 2666238.2138353367, 1299818.2524595119, 19704541.630394973, 15522390.834642746, 13153228.805944927, 367749.24581129075, 735852.5611655179, 1546911.413152929, 1527101.2018844194, 327134.04302016506, 141874.32423775352, 652879.3932935818, 887888.3475189095, 954566.1574472035, 719941.5332196417, 3262826.542522639, 3295759.686217941, 277714.88344026025, 3710127.0699894037, 434731.34283055295], 'lossList': [0.0, -0.6489588986854165, 0.0, 4.032026633924367, 0.0, 0.0, 0.0], 'rewardMean': 0.8135797577162311, 'totalEpisodes': 2917, 'stepsPerEpisode': 21, 'rewardPerEpisode': 20.557814300078803, 'successfulTests': 0
'totalSteps': 103125, 'rewardStep': 0.338288860575205, 'errorList': [], 'lossList': [0.0, -0.6360191418200123, 0.0, 3.01294818411068, 0.0, 0.0, 0.0], 'rewardMean': 0.7622525815855317, 'totalEpisodes': 2945, 'stepsPerEpisode': 142, 'rewardPerEpisode': 114.16114796064782
'totalSteps': 106250, 'rewardStep': 0.8941919377804535, 'errorList': [], 'lossList': [0.0, -0.6261956667413517, 0.0, 4.824717959092588, 0.0, 0.0, 0.0], 'rewardMean': 0.798979299994918, 'totalEpisodes': 2967, 'stepsPerEpisode': 48, 'rewardPerEpisode': 45.74274604346979
'totalSteps': 109375, 'rewardStep': 0.8158079745162274, 'errorList': [], 'lossList': [0.0, -0.6055104910110941, 0.0, 4.067228600930195, 0.0, 0.0, 0.0], 'rewardMean': 0.7844747405736907, 'totalEpisodes': 2991, 'stepsPerEpisode': 102, 'rewardPerEpisode': 91.20607314840423
'totalSteps': 112500, 'rewardStep': 0.8577381646457807, 'errorList': [], 'lossList': [0.0, -0.5964017218473007, 0.0, 2.4446494754479855, 0.0, 0.0, 0.0], 'rewardMean': 0.7836693204817178, 'totalEpisodes': 3014, 'stepsPerEpisode': 50, 'rewardPerEpisode': 45.72761557955234
'totalSteps': 115625, 'rewardStep': 0.7554629869781221, 'errorList': [], 'lossList': [0.0, -0.5840730590479715, 0.0, 5.572428840763715, 0.0, 0.0, 0.0], 'rewardMean': 0.7670068909155416, 'totalEpisodes': 3040, 'stepsPerEpisode': 59, 'rewardPerEpisode': 51.4254344958978
'totalSteps': 118750, 'rewardStep': 0.9658639573541159, 'errorList': [434334.5756023152, 581659.0502998809, 383831.284431499, 1160036.2289303925, 126388.07610854266, 1454335.3149689203, 4581450.5401757145, 2380182.1788688744, 1464430.0331373175, 235236.17471547157, 272464.0476599653, 2452412.0483938297, 941171.3721017621, 1086726.9306329393, 2425754.686244024, 885738.0306675099, 959946.0679043371, 1662835.0633058066, 403204.7248735213, 2698343.252508419, 1820132.304907797, 87870.34652093415, 474112.9134965908, 3302712.3744218876, 2924131.462198123, 4154147.6171616595, 635641.5831935388, 2554117.9689610912, 1639148.5675970009, 5025183.384082619, 2461486.9250942734, 376007.86611431924, 575464.3759141103, 5527771.872225612, 3956204.487072962, 1290346.35060896, 2465464.1059205565, 166619.64768731743, 534794.0379673644, 673561.1800071351, 764990.3775197183, 721856.3103895957, 1188439.3681118002, 1102944.065637025, 544699.3048596439, 180419.46186369302, 382797.794276897, 3175250.6016478734, 4032133.374502502, 750070.9540278821], 'lossList': [0.0, -0.5741928113966572, 0.0, 3.0819873041036177, 0.0, 0.0, 0.0], 'rewardMean': 0.7669314982483859, 'totalEpisodes': 3064, 'stepsPerEpisode': 30, 'rewardPerEpisode': 28.887598322801132, 'successfulTests': 0
'totalSteps': 121875, 'rewardStep': 0.9512964175864717, 'errorList': [], 'lossList': [0.0, -0.5553856428788633, 0.0, 2.596880722532467, 0.0, 0.0, 0.0], 'rewardMean': 0.7845075863315273, 'totalEpisodes': 3089, 'stepsPerEpisode': 39, 'rewardPerEpisode': 37.424600361473885
'totalSteps': 125000, 'rewardStep': 0.8226320049846233, 'errorList': [], 'lossList': [0.0, -0.5446436217853001, 0.0, 4.534467096474706, 0.0, 0.0, 0.0], 'rewardMean': 0.7834399167374447, 'totalEpisodes': 3113, 'stepsPerEpisode': 64, 'rewardPerEpisode': 57.92338159630481
'totalSteps': 128125, 'rewardStep': 0.9510524881998218, 'errorList': [13567606.41305663, 1460821.2419293937, 1931071.0307159845, 32850536.11329945, 2160476.4094664785, 806128.6287450729, 2306763.017970904, 156982.9007308031, 54751596.78030899, 713372.7249861475, 258603.34087298426, 636345.2999489714, 505542.0863811742, 2320343.6537161367, 504901.2331382171, 4593527.646700657, 3704.885029232281, 10602785.169065725, 12898385.08764266, 835394.9120822885, 1750595.95754506, 595488.8874884273, 322567.2849512869, 1878869.7255585266, 10883608.204034412, 5564626.438102824, 916016.1611402461, 58010.220870356614, 1528692.8048478875, 511475.9964584299, 2295200.4688228974, 8354505.831298365, 4269954.504550804, 1447071.0454327017, 4360034.443628138, 388523.9050619871, 578800.733003532, 7978899.823731604, 3684703.4328083773, 2578477.8783970973, 2246622.0216482934, 447585.8469854936, 128927.82091090936, 37140910.79061142, 498259.7364516434, 130820.0416898847, 435647.79486617, 24326456.782457177, 1654637.8336945572, 29352314.852719706], 'lossList': [0.0, -0.5346529053182018, 0.0, 5.180377097519076, 0.0, 0.0, 0.0], 'rewardMean': 0.8331600168705611, 'totalEpisodes': 3138, 'stepsPerEpisode': 66, 'rewardPerEpisode': 63.31175403667615, 'successfulTests': 0
'totalSteps': 131250, 'rewardStep': 0.9174911481009602, 'errorList': [], 'lossList': [0.0, -0.5114534497261047, 0.0, 4.286085669848384, 0.0, 0.0, 0.0], 'rewardMean': 0.8269825940721782, 'totalEpisodes': 3161, 'stepsPerEpisode': 34, 'rewardPerEpisode': 31.82351850429714
'totalSteps': 134375, 'rewardStep': 0.9552501024293276, 'errorList': [5405454.4411146175, 2685437.0847897246, 281371.3210403808, 6580034.397017322, 758808.7314369929, 4106677.350401965, 431830.76251070976, 881943.0157318763, 2683520.3665844984, 6670141.557507553, 6371284.989964205, 2154363.8825263395, 130642.31361899553, 2968546.3323391154, 314818.67935348174, 22373392.43647613, 1032083.1199313479, 814881.1739983456, 773967.494033088, 909010.409538465, 3885551.9559769956, 173845.10239058908, 2420227.17216597, 329241.8302474301, 2506228.761576314, 435943.1045738837, 4916653.690618632, 1201052.8626159017, 711383.2700985004, 3444856.101845466, 85448.47556081146, 7865756.873442517, 961692.0590210109, 967136.881489447, 69664.80178431948, 1213611.7534272955, 1449540.2751442934, 6176110.100294798, 1066139.3643288722, 3485738.4208272686, 604646.6300679595, 240743.38663788058, 1522337.260112861, 1090988.5680328351, 15358867.179716086, 3942544.8901013015, 408514.77631040744, 532276.9017050238, 9299085.43903449, 133741.41279748143], 'lossList': [0.0, -0.5063879299528745, 0.0, 11.868915986528203, 0.0, 0.0, 0.0], 'rewardMean': 0.8886787182575905, 'totalEpisodes': 3185, 'stepsPerEpisode': 29, 'rewardPerEpisode': 27.953510514648666, 'successfulTests': 0
'totalSteps': 137500, 'rewardStep': 0.654926693426829, 'errorList': [], 'lossList': [0.0, -0.512389328771708, 0.0, 13.794393151633594, 0.0, 0.0, 0.0], 'rewardMean': 0.864752193822228, 'totalEpisodes': 3207, 'stepsPerEpisode': 78, 'rewardPerEpisode': 64.50166592066915
'totalSteps': 140625, 'rewardStep': 0.6032085933074387, 'errorList': [], 'lossList': [0.0, -0.5023954223613349, 0.0, 3.0255457205431804, 0.0, 0.0, 0.0], 'rewardMean': 0.8434922557013491, 'totalEpisodes': 3229, 'stepsPerEpisode': 109, 'rewardPerEpisode': 94.53352214374804
'totalSteps': 143750, 'rewardStep': 0.9115542200042337, 'errorList': [], 'lossList': [0.0, -0.4829084808120922, 0.0, 3.952549149308886, 0.0, 0.0, 0.0], 'rewardMean': 0.8488738612371944, 'totalEpisodes': 3254, 'stepsPerEpisode': 15, 'rewardPerEpisode': 13.995005925261667
'totalSteps': 146875, 'rewardStep': 0.9434022211590279, 'errorList': [], 'lossList': [0.0, -0.47285564085658716, 0.0, 4.855530286808404, 0.0, 0.0, 0.0], 'rewardMean': 0.8676677846552849, 'totalEpisodes': 3276, 'stepsPerEpisode': 3, 'rewardPerEpisode': 2.8307059948551685
'totalSteps': 150000, 'rewardStep': 0.9192968993408912, 'errorList': [], 'lossList': [0.0, -0.4791621409508647, 0.0, 5.972345876207157, 0.0, 0.0, 0.0], 'rewardMean': 0.8630110788539624, 'totalEpisodes': 3295, 'stepsPerEpisode': 163, 'rewardPerEpisode': 154.06359623260508
'totalSteps': 153125, 'rewardStep': 0.7019026447081345, 'errorList': [], 'lossList': [0.0, -0.46719762701161055, 0.0, 7.891793995487447, 0.0, 0.0, 0.0], 'rewardMean': 0.8380717015661288, 'totalEpisodes': 3318, 'stepsPerEpisode': 136, 'rewardPerEpisode': 116.18010177422829
'totalSteps': 156250, 'rewardStep': 0.7650923202114152, 'errorList': [], 'lossList': [0.0, -0.4649117540340034, 0.0, 9.006023732496768, 0.0, 0.0, 0.0], 'rewardMean': 0.8323177330888081, 'totalEpisodes': 3338, 'stepsPerEpisode': 88, 'rewardPerEpisode': 79.51821131774166
'totalSteps': 159375, 'rewardStep': 0.5536046460012931, 'errorList': [], 'lossList': [0.0, -0.4729281111031162, 0.0, 7.0534653466575, 0.0, 0.0, 0.0], 'rewardMean': 0.792572948868955, 'totalEpisodes': 3359, 'stepsPerEpisode': 156, 'rewardPerEpisode': 107.69739413611627
'totalSteps': 162500, 'rewardStep': 0.9392358279945888, 'errorList': [], 'lossList': [0.0, -0.4634609997880702, 0.0, 15.444429850578308, 0.0, 0.0, 0.0], 'rewardMean': 0.794747416858318, 'totalEpisodes': 3382, 'stepsPerEpisode': 18, 'rewardPerEpisode': 16.84309168097088
'totalSteps': 165625, 'rewardStep': 0.6534121923802368, 'errorList': [], 'lossList': [0.0, -0.4727581847078946, 0.0, 6.421789490690037, 0.0, 0.0, 0.0], 'rewardMean': 0.7645636258534088, 'totalEpisodes': 3400, 'stepsPerEpisode': 103, 'rewardPerEpisode': 89.86320778379776
'totalSteps': 168750, 'rewardStep': 0.09236586584700057, 'errorList': [], 'lossList': [0.0, -0.47919554971918765, 0.0, 5.52454834154674, 0.0, 0.0, 0.0], 'rewardMean': 0.708307543095426, 'totalEpisodes': 3420, 'stepsPerEpisode': 127, 'rewardPerEpisode': 81.5113609569374
'totalSteps': 171875, 'rewardStep': 0.5930878759111, 'errorList': [], 'lossList': [0.0, -0.45409402080944605, 0.0, 3.356562837289304, 0.0, 0.0, 0.0], 'rewardMean': 0.7072954713557922, 'totalEpisodes': 3440, 'stepsPerEpisode': 87, 'rewardPerEpisode': 72.46086933103952
'totalSteps': 175000, 'rewardStep': 0.8789810766865946, 'errorList': [], 'lossList': [0.0, -0.43668208493261923, 0.0, 5.677299525543135, 0.0, 0.0, 0.0], 'rewardMean': 0.7040381570240283, 'totalEpisodes': 3460, 'stepsPerEpisode': 171, 'rewardPerEpisode': 141.37828807762116
'totalSteps': 178125, 'rewardStep': 0.8608637892481933, 'errorList': [], 'lossList': [0.0, -0.43452970805216806, 0.0, 3.098445865329431, 0.0, 0.0, 0.0], 'rewardMean': 0.6957843138329447, 'totalEpisodes': 3478, 'stepsPerEpisode': 48, 'rewardPerEpisode': 44.61403424999419
'totalSteps': 181250, 'rewardStep': 0.8323823123640199, 'errorList': [], 'lossList': [0.0, -0.4410723639994251, 0.0, 2.05728139232616, 0.0, 0.0, 0.0], 'rewardMean': 0.6870928551352576, 'totalEpisodes': 3495, 'stepsPerEpisode': 58, 'rewardPerEpisode': 53.840737098121245
'totalSteps': 184375, 'rewardStep': 0.8429423176020997, 'errorList': [], 'lossList': [0.0, -0.43692612526368124, 0.0, 8.511211674310724, 0.0, 0.0, 0.0], 'rewardMean': 0.7011968224246543, 'totalEpisodes': 3512, 'stepsPerEpisode': 130, 'rewardPerEpisode': 122.43469851566137
