#parameter variation file for learning
#varied parameters:
#case = 2
#computationIndex = 1
#functionData = {'nArms': 3, 'evaluationSteps': 10000, 'episodeSteps': 1639, 'episodeStepsMax': 2048, 'totalLearningSteps': 1000000, 'logLevel': 3, 'lossThreshold': 0.01, 'rewardThreshold': 0.95, 'meanSampleSize': 10, 'RLalgorithm': 'A2C', 'rewardMode': 2, 'rewardPositionFactor': 0.75, 'stepUpdateTime': 0.02, 'thresholdFactor': 2.25, 'cartForce': 60, 'forceFactor': 1, 'numberOfTests': 100, 'relativeFriction': 0.0, 'storeBestModel': 'models/TP/A2C/TP_A2C_r2_v2_Model', 'netarchLayerSize': 64, 'netarchNumberOfLayers': 2, 'stopWhenAllTestsSuccess': False, 'breakTestsWhenFailed': False, 'nThreadsTraining': 1, 'resultsFile': 'models/TP/A2C/TP_A2C_r2_v2_Results', 'verbose': True}
#
'totalSteps': 1645, 'rewardStep': 0.7752199781962007, 'errorList': [], 'lossList': [0.0, -1.4308525323867798, -0.5686544179916382, 0.5165479183197021, 0.0, 0.0, 0.0], 'rewardMean': 0.7752199781962007, 'totalEpisodes': 90, 'stepsPerEpisode': 15, 'rewardPerEpisode': 13.078864253701184
'totalSteps': 19871, 'rewardStep': 0.8204407873652771, 'errorList': [], 'lossList': [0.0, -1.2429933547973633, 0.30825191736221313, 0.3139403760433197, 0.0, 0.0, 0.0], 'rewardMean': 0.7715228239790642, 'totalEpisodes': 684, 'stepsPerEpisode': 35, 'rewardPerEpisode': 32.07890963852356
'totalSteps': 21525, 'rewardStep': 0.7265337196514201, 'errorList': [], 'lossList': [0.0, -1.211605191230774, -0.8593803644180298, 0.6479650735855103, 0.0, 0.0, 0.0], 'rewardMean': 0.7786273364454843, 'totalEpisodes': 729, 'stepsPerEpisode': 26, 'rewardPerEpisode': 21.747253365511785
'totalSteps': 23188, 'rewardStep': 0.8049654381752386, 'errorList': [], 'lossList': [0.0, -1.2216107845306396, 0.512592613697052, 0.28991684317588806, 0.0, 0.0, 0.0], 'rewardMean': 0.7751577027763636, 'totalEpisodes': 774, 'stepsPerEpisode': 47, 'rewardPerEpisode': 43.730916843443396
'totalSteps': 24849, 'rewardStep': 0.7333338173041527, 'errorList': [], 'lossList': [0.0, -1.2217130661010742, -3.355412006378174, 77.37258911132812, 0.0, 0.0, 0.0], 'rewardMean': 0.7734614879351192, 'totalEpisodes': 815, 'stepsPerEpisode': 38, 'rewardPerEpisode': 32.87709203687192
'totalSteps': 26504, 'rewardStep': 0.7631695997598316, 'errorList': [], 'lossList': [0.0, -1.195710301399231, 0.3517516851425171, 0.14864373207092285, 0.0, 0.0, 0.0], 'rewardMean': 0.769688672451184, 'totalEpisodes': 862, 'stepsPerEpisode': 21, 'rewardPerEpisode': 18.755510547551268
'totalSteps': 28158, 'rewardStep': 0.8199813855996462, 'errorList': [], 'lossList': [0.0, -1.2067015171051025, -1.3352386951446533, 2.488234281539917, 0.0, 0.0, 0.0], 'rewardMean': 0.7695967920980578, 'totalEpisodes': 916, 'stepsPerEpisode': 38, 'rewardPerEpisode': 35.0362204779387
'totalSteps': 29809, 'rewardStep': 0.6552122687163596, 'errorList': [], 'lossList': [0.0, -1.214073657989502, 1.0301637649536133, 1.5985616445541382, 0.0, 0.0, 0.0], 'rewardMean': 0.7553325019110458, 'totalEpisodes': 963, 'stepsPerEpisode': 40, 'rewardPerEpisode': 32.87183026349595
'totalSteps': 31460, 'rewardStep': 0.758569893816587, 'errorList': [], 'lossList': [0.0, -1.200242042541504, 0.9259438514709473, 1.5473277568817139, 0.0, 0.0, 0.0], 'rewardMean': 0.7460533930393154, 'totalEpisodes': 1007, 'stepsPerEpisode': 24, 'rewardPerEpisode': 21.687719200024645
'totalSteps': 33102, 'rewardStep': 0.8057946456439393, 'errorList': [], 'lossList': [0.0, -1.206345796585083, 1.5429461002349854, 1.3931958675384521, 0.0, 0.0, 0.0], 'rewardMean': 0.7605455587072727, 'totalEpisodes': 1058, 'stepsPerEpisode': 24, 'rewardPerEpisode': 21.620168924187336
'totalSteps': 34743, 'rewardStep': 0.7809278113360143, 'errorList': [], 'lossList': [0.0, -1.2112820148468018, 1.429847002029419, 0.9529626965522766, 0.0, 0.0, 0.0], 'rewardMean': 0.7640972010225093, 'totalEpisodes': 1109, 'stepsPerEpisode': 34, 'rewardPerEpisode': 31.406144110456047
'totalSteps': 36395, 'rewardStep': 0.8066271029313322, 'errorList': [], 'lossList': [0.0, -1.2112470865249634, -0.32751229405403137, 0.3956446349620819, 0.0, 0.0, 0.0], 'rewardMean': 0.7614263444888465, 'totalEpisodes': 1165, 'stepsPerEpisode': 34, 'rewardPerEpisode': 30.957051777571902
'totalSteps': 38050, 'rewardStep': 0.7917848747292137, 'errorList': [], 'lossList': [0.0, -1.1954128742218018, 0.34579241275787354, 0.17194411158561707, 0.0, 0.0, 0.0], 'rewardMean': 0.7887408656914172, 'totalEpisodes': 1222, 'stepsPerEpisode': 20, 'rewardPerEpisode': 18.21295665140641
'totalSteps': 39708, 'rewardStep': 0.7629109122157534, 'errorList': [], 'lossList': [0.0, -1.2047786712646484, -0.04750947281718254, 0.14753803610801697, 0.0, 0.0, 0.0], 'rewardMean': 0.7896090693712505, 'totalEpisodes': 1276, 'stepsPerEpisode': 44, 'rewardPerEpisode': 39.078949819165146
'totalSteps': 41402, 'rewardStep': 0.7070126800215594, 'errorList': [], 'lossList': [0.0, -1.2420390844345093, 1.1215636730194092, 1.2542284727096558, 0.0, 0.0, 0.0], 'rewardMean': 0.7698526762467747, 'totalEpisodes': 1331, 'stepsPerEpisode': 74, 'rewardPerEpisode': 68.15555443562286
'totalSteps': 43077, 'rewardStep': 0.7089260601232028, 'errorList': [], 'lossList': [0.0, -1.252729892730713, -4.092162609100342, 11.77336311340332, 0.0, 0.0, 0.0], 'rewardMean': 0.7554523260042123, 'totalEpisodes': 1375, 'stepsPerEpisode': 52, 'rewardPerEpisode': 46.571919008172614
'totalSteps': 44728, 'rewardStep': 0.7175329803602513, 'errorList': [], 'lossList': [0.0, -1.2824290990829468, 0.36832502484321594, 0.0763750821352005, 0.0, 0.0, 0.0], 'rewardMean': 0.7376335014899961, 'totalEpisodes': 1419, 'stepsPerEpisode': 67, 'rewardPerEpisode': 62.13386875800492
'totalSteps': 46368, 'rewardStep': 0.6816612700124974, 'errorList': [], 'lossList': [0.0, -1.3143116235733032, -2.5313940048217773, 5.132352828979492, 0.0, 0.0, 0.0], 'rewardMean': 0.7156087805466529, 'totalEpisodes': 1457, 'stepsPerEpisode': 47, 'rewardPerEpisode': 40.5234365435044
'totalSteps': 48021, 'rewardStep': 0.7380215910039685, 'errorList': [], 'lossList': [0.0, -1.3288896083831787, -0.26753678917884827, 0.080984927713871, 0.0, 0.0, 0.0], 'rewardMean': 0.7106309163042959, 'totalEpisodes': 1500, 'stepsPerEpisode': 33, 'rewardPerEpisode': 28.26449540753822
'totalSteps': 49710, 'rewardStep': 0.6506506680171301, 'errorList': [], 'lossList': [0.0, -1.319048285484314, 1.241693377494812, 1.5853753089904785, 0.0, 0.0, 0.0], 'rewardMean': 0.6993585139034101, 'totalEpisodes': 1549, 'stepsPerEpisode': 54, 'rewardPerEpisode': 46.00791628121432
'totalSteps': 51375, 'rewardStep': 0.7778918716323519, 'errorList': [], 'lossList': [0.0, -1.2910819053649902, 1.6181796789169312, 3.1014904975891113, 0.0, 0.0, 0.0], 'rewardMean': 0.7131516762052398, 'totalEpisodes': 1591, 'stepsPerEpisode': 49, 'rewardPerEpisode': 44.562748076771385
'totalSteps': 53023, 'rewardStep': 0.8022685677740266, 'errorList': [], 'lossList': [0.0, -1.281400442123413, 1.7511358261108398, 2.7922301292419434, 0.0, 0.0, 0.0], 'rewardMean': 0.7300987936879949, 'totalEpisodes': 1629, 'stepsPerEpisode': 32, 'rewardPerEpisode': 27.031290424699684
'totalSteps': 54690, 'rewardStep': 0.8361255865574444, 'errorList': [], 'lossList': [0.0, -1.3109208345413208, 1.9236770868301392, 3.391307830810547, 0.0, 0.0, 0.0], 'rewardMean': 0.7609916569969842, 'totalEpisodes': 1667, 'stepsPerEpisode': 34, 'rewardPerEpisode': 30.665586866936234
'totalSteps': 56354, 'rewardStep': 0.7393540182759429, 'errorList': [], 'lossList': [0.0, -1.313592791557312, 2.9843499660491943, 2.8640987873077393, 0.0, 0.0, 0.0], 'rewardMean': 0.7612581424513791, 'totalEpisodes': 1704, 'stepsPerEpisode': 38, 'rewardPerEpisode': 33.770576477083736
'totalSteps': 57996, 'rewardStep': 0.7293378975570557, 'errorList': [], 'lossList': [0.0, -1.3067795038223267, 0.38821497559547424, 0.13381019234657288, 0.0, 0.0, 0.0], 'rewardMean': 0.7769955883593642, 'totalEpisodes': 1742, 'stepsPerEpisode': 35, 'rewardPerEpisode': 29.9597427250013
'totalSteps': 59651, 'rewardStep': 0.7004757567067388, 'errorList': [], 'lossList': [0.0, -1.2766404151916504, 1.0758860111236572, 0.555975079536438, 0.0, 0.0, 0.0], 'rewardMean': 0.7615123653742417, 'totalEpisodes': 1777, 'stepsPerEpisode': 37, 'rewardPerEpisode': 30.971378824958038
'totalSteps': 61320, 'rewardStep': 0.6894223893579952, 'errorList': [], 'lossList': [0.0, -1.2798032760620117, -0.3666130602359772, 0.13494274020195007, 0.0, 0.0, 0.0], 'rewardMean': 0.7389431296910354, 'totalEpisodes': 1815, 'stepsPerEpisode': 49, 'rewardPerEpisode': 43.02938904718703
'totalSteps': 63019, 'rewardStep': 0.6131094992902681, 'errorList': [], 'lossList': [0.0, -1.2751431465148926, 1.5999962091445923, 1.4448959827423096, 0.0, 0.0, 0.0], 'rewardMean': 0.6943399122376002, 'totalEpisodes': 1857, 'stepsPerEpisode': 63, 'rewardPerEpisode': 55.187134227633706
'totalSteps': 64706, 'rewardStep': 0.690584677943992, 'errorList': [], 'lossList': [0.0, -1.2873178720474243, 0.6563379764556885, 0.31493595242500305, 0.0, 0.0, 0.0], 'rewardMean': 0.6845860441712099, 'totalEpisodes': 1905, 'stepsPerEpisode': 62, 'rewardPerEpisode': 55.69179810903901
'totalSteps': 66386, 'rewardStep': 0.6562583622897319, 'errorList': [], 'lossList': [0.0, -1.2759857177734375, -1.4651122093200684, 1.511452555656433, 0.0, 0.0, 0.0], 'rewardMean': 0.6699701371177452, 'totalEpisodes': 1958, 'stepsPerEpisode': 52, 'rewardPerEpisode': 45.30892193482742
'totalSteps': 68050, 'rewardStep': 0.7786302607690705, 'errorList': [], 'lossList': [0.0, -1.309923529624939, 0.37249141931533813, 0.07584228366613388, 0.0, 0.0, 0.0], 'rewardMean': 0.6856010379302114, 'totalEpisodes': 2008, 'stepsPerEpisode': 38, 'rewardPerEpisode': 35.609292612637894
'totalSteps': 69694, 'rewardStep': 0.7092499600866975, 'errorList': [], 'lossList': [0.0, -1.3150509595870972, 1.3748687505722046, 2.6479079723358154, 0.0, 0.0, 0.0], 'rewardMean': 0.689566552075952, 'totalEpisodes': 2061, 'stepsPerEpisode': 48, 'rewardPerEpisode': 42.593820347426465
'totalSteps': 71338, 'rewardStep': 0.7788686949581237, 'errorList': [], 'lossList': [0.0, -1.3002371788024902, 3.0448784828186035, 3.524372100830078, 0.0, 0.0, 0.0], 'rewardMean': 0.7227183912095232, 'totalEpisodes': 2158, 'stepsPerEpisode': 44, 'rewardPerEpisode': 40.32143370967357
'totalSteps': 72990, 'rewardStep': 0.785855478857425, 'errorList': [], 'lossList': [0.0, -1.3174550533294678, -0.3391369581222534, 0.1313694715499878, 0.0, 0.0, 0.0], 'rewardMean': 0.7417725513922097, 'totalEpisodes': 2214, 'stepsPerEpisode': 30, 'rewardPerEpisode': 27.211755665564844
'totalSteps': 74655, 'rewardStep': 0.7837086594729211, 'errorList': [], 'lossList': [0.0, -1.3139467239379883, 0.9650496244430542, 0.6905931234359741, 0.0, 0.0, 0.0], 'rewardMean': 0.7672626108288476, 'totalEpisodes': 2261, 'stepsPerEpisode': 45, 'rewardPerEpisode': 41.403600953309386
'totalSteps': 76303, 'rewardStep': 0.6209803982196783, 'errorList': [], 'lossList': [0.0, -1.3040947914123535, 0.9244097471237183, 1.0435168743133545, 0.0, 0.0, 0.0], 'rewardMean': 0.7357326383189691, 'totalEpisodes': 2300, 'stepsPerEpisode': 41, 'rewardPerEpisode': 32.57602001277707
'totalSteps': 77997, 'rewardStep': 0.7129329977608673, 'errorList': [], 'lossList': [0.0, -1.3256975412368774, -0.8201168775558472, 1.4802206754684448, 0.0, 0.0, 0.0], 'rewardMean': 0.736469245853803, 'totalEpisodes': 2337, 'stepsPerEpisode': 72, 'rewardPerEpisode': 65.75264922641921
'totalSteps': 79664, 'rewardStep': 0.6699622773797131, 'errorList': [], 'lossList': [0.0, -1.351767897605896, 6.7361040115356445, 13.253732681274414, 0.0, 0.0, 0.0], 'rewardMean': 0.7146879623381209, 'totalEpisodes': 2372, 'stepsPerEpisode': 70, 'rewardPerEpisode': 56.73135862538846
'totalSteps': 81306, 'rewardStep': 0.7867412099434408, 'errorList': [], 'lossList': [0.0, -1.378381609916687, -0.842563807964325, 0.5809839367866516, 0.0, 0.0, 0.0], 'rewardMean': 0.7148651085553241, 'totalEpisodes': 2405, 'stepsPerEpisode': 68, 'rewardPerEpisode': 62.34480497852041
'totalSteps': 82974, 'rewardStep': 0.6758904907562013, 'errorList': [], 'lossList': [0.0, -1.4047375917434692, -0.9235324859619141, 0.17799904942512512, 0.0, 0.0, 0.0], 'rewardMean': 0.6933014748119801, 'totalEpisodes': 2456, 'stepsPerEpisode': 49, 'rewardPerEpisode': 42.18542456349901
'totalSteps': 84656, 'rewardStep': 0.6511035493275189, 'errorList': [], 'lossList': [0.0, -1.3940796852111816, 1.3109705448150635, 1.5556331872940063, 0.0, 0.0, 0.0], 'rewardMean': 0.6993261050335482, 'totalEpisodes': 2491, 'stepsPerEpisode': 46, 'rewardPerEpisode': 38.59012964666557
'totalSteps': 86331, 'rewardStep': 0.6683754179752054, 'errorList': [], 'lossList': [0.0, -1.3979045152664185, -0.6397274732589722, 0.44304680824279785, 0.0, 0.0, 0.0], 'rewardMean': 0.690414589076416, 'totalEpisodes': 2526, 'stepsPerEpisode': 69, 'rewardPerEpisode': 61.08147303050792
'totalSteps': 88007, 'rewardStep': 0.6423302468232819, 'errorList': [], 'lossList': [0.0, -1.4198615550994873, 1.2534830570220947, 0.883287250995636, 0.0, 0.0, 0.0], 'rewardMean': 0.6848881829651298, 'totalEpisodes': 2557, 'stepsPerEpisode': 52, 'rewardPerEpisode': 44.68736972007638
'totalSteps': 89678, 'rewardStep': 0.7419843764780127, 'errorList': [], 'lossList': [0.0, -1.4223568439483643, -0.8171234130859375, 0.5504787564277649, 0.0, 0.0, 0.0], 'rewardMean': 0.675936816272044, 'totalEpisodes': 2591, 'stepsPerEpisode': 35, 'rewardPerEpisode': 30.42528557257375
'totalSteps': 91329, 'rewardStep': 0.606471562221115, 'errorList': [], 'lossList': [0.0, -1.412773847579956, -0.0645894855260849, 0.014982414431869984, 0.0, 0.0, 0.0], 'rewardMean': 0.6620530305650268, 'totalEpisodes': 2624, 'stepsPerEpisode': 58, 'rewardPerEpisode': 49.16591995963573
'totalSteps': 93012, 'rewardStep': 0.5615558925020667, 'errorList': [], 'lossList': [0.0, -1.3930623531341553, -0.4963371157646179, 0.28638166189193726, 0.0, 0.0, 0.0], 'rewardMean': 0.6441434991999364, 'totalEpisodes': 2658, 'stepsPerEpisode': 56, 'rewardPerEpisode': 45.478497086199525
'totalSteps': 94685, 'rewardStep': 0.8216631046870342, 'errorList': [], 'lossList': [0.0, -1.400280475616455, 1.5104568004608154, 1.164705514907837, 0.0, 0.0, 0.0], 'rewardMean': 0.6748010365423021, 'totalEpisodes': 2693, 'stepsPerEpisode': 45, 'rewardPerEpisode': 41.78789077595292
'totalSteps': 96341, 'rewardStep': 0.6204633796496831, 'errorList': [], 'lossList': [0.0, -1.3987045288085938, -0.07610265165567398, 0.135713130235672, 0.0, 0.0, 0.0], 'rewardMean': 0.6704276631075824, 'totalEpisodes': 2739, 'stepsPerEpisode': 44, 'rewardPerEpisode': 36.506165009822986
'totalSteps': 98009, 'rewardStep': 0.764997449402778, 'errorList': [], 'lossList': [0.0, -1.3916661739349365, 0.38000547885894775, 0.048454128205776215, 0.0, 0.0, 0.0], 'rewardMean': 0.6750302776925354, 'totalEpisodes': 2791, 'stepsPerEpisode': 32, 'rewardPerEpisode': 27.69992117013944
'totalSteps': 99665, 'rewardStep': 0.7998418610463951, 'errorList': [], 'lossList': [0.0, -1.3954541683197021, -2.885068416595459, 11.749604225158691, 0.0, 0.0, 0.0], 'rewardMean': 0.7137043374575913, 'totalEpisodes': 2852, 'stepsPerEpisode': 18, 'rewardPerEpisode': 16.597590054758765
'totalSteps': 101308, 'rewardStep': 0.8723380800727233, 'errorList': [], 'lossList': [0.0, -1.4176099300384521, 0.5771093368530273, 0.3789028525352478, 0.0, 0.0, 0.0], 'rewardMean': 0.7758607749717228, 'totalEpisodes': 2889, 'stepsPerEpisode': 58, 'rewardPerEpisode': 53.71130791188307
'totalSteps': 102963, 'rewardStep': 0.8367360392052212, 'errorList': [], 'lossList': [0.0, -1.4303032159805298, 1.130606770515442, 0.7562788724899292, 0.0, 0.0, 0.0], 'rewardMean': 0.7788753618753602, 'totalEpisodes': 2929, 'stepsPerEpisode': 36, 'rewardPerEpisode': 33.1897788400861
'totalSteps': 104629, 'rewardStep': 0.8143394445641757, 'errorList': [], 'lossList': [0.0, -1.457837700843811, -0.1488988697528839, 0.06853187084197998, 0.0, 0.0, 0.0], 'rewardMean': 0.8176505748582586, 'totalEpisodes': 2971, 'stepsPerEpisode': 34, 'rewardPerEpisode': 31.262808119182708
'totalSteps': 106301, 'rewardStep': 0.5896211439107142, 'errorList': [], 'lossList': [0.0, -1.4571119546890259, 0.9795503616333008, 0.652671217918396, 0.0, 0.0, 0.0], 'rewardMean': 0.7825753137598459, 'totalEpisodes': 3011, 'stepsPerEpisode': 44, 'rewardPerEpisode': 35.46889370523738
'totalSteps': 107957, 'rewardStep': 0.8853300906756659, 'errorList': [], 'lossList': [0.0, -1.4530324935913086, 2.187899112701416, 3.8184707164764404, 0.0, 0.0, 0.0], 'rewardMean': 0.7996729596857001, 'totalEpisodes': 3051, 'stepsPerEpisode': 30, 'rewardPerEpisode': 26.776079154939076
'totalSteps': 109599, 'rewardStep': 0.8274506014389184, 'errorList': [], 'lossList': [0.0, -1.467429280281067, 2.1079623699188232, 2.6947293281555176, 0.0, 0.0, 0.0], 'rewardMean': 0.790695463958939, 'totalEpisodes': 3087, 'stepsPerEpisode': 41, 'rewardPerEpisode': 37.349917488443424
'totalSteps': 111242, 'rewardStep': 0.794185020069579, 'errorList': [], 'lossList': [0.0, -1.4626531600952148, 26.6689453125, 579.4642333984375, 0.0, 0.0, 0.0], 'rewardMean': 0.7821852601318107, 'totalEpisodes': 3127, 'stepsPerEpisode': 25, 'rewardPerEpisode': 23.038535427819852
'totalSteps': 112890, 'rewardStep': 0.8218677726855097, 'errorList': [], 'lossList': [0.0, -1.4490810632705688, -1.5485131740570068, 1.936311960220337, 0.0, 0.0, 0.0], 'rewardMean': 0.7836909257560774, 'totalEpisodes': 3167, 'stepsPerEpisode': 29, 'rewardPerEpisode': 27.092147550862283
'totalSteps': 114554, 'rewardStep': 0.5597347020602991, 'errorList': [], 'lossList': [0.0, -1.43580162525177, -1.3726532459259033, 1.4596993923187256, 0.0, 0.0, 0.0], 'rewardMean': 0.7777136373859944, 'totalEpisodes': 3215, 'stepsPerEpisode': 52, 'rewardPerEpisode': 42.898344431974174
'totalSteps': 116226, 'rewardStep': 0.6602305733539799, 'errorList': [], 'lossList': [0.0, -1.4350595474243164, -1.762865424156189, 1.9233105182647705, 0.0, 0.0, 0.0], 'rewardMean': 0.7326937339216573, 'totalEpisodes': 3258, 'stepsPerEpisode': 64, 'rewardPerEpisode': 55.95647072977411
'totalSteps': 117922, 'rewardStep': 0.7997004550063327, 'errorList': [], 'lossList': [0.0, -1.4290876388549805, 0.9417110681533813, 0.6942270994186401, 0.0, 0.0, 0.0], 'rewardMean': 0.7271437046351401, 'totalEpisodes': 3298, 'stepsPerEpisode': 58, 'rewardPerEpisode': 52.01818176427574
'totalSteps': 119579, 'rewardStep': 0.6656763263164089, 'errorList': [], 'lossList': [0.0, -1.4142941236495972, 1.7309048175811768, 1.4483201503753662, 0.0, 0.0, 0.0], 'rewardMean': 0.701441965884506, 'totalEpisodes': 3330, 'stepsPerEpisode': 43, 'rewardPerEpisode': 37.30275288012514
'totalSteps': 121232, 'rewardStep': 0.8133578178655765, 'errorList': [], 'lossList': [0.0, -1.4078104496002197, -1.1827751398086548, 1.0450297594070435, 0.0, 0.0, 0.0], 'rewardMean': 0.6997399749205193, 'totalEpisodes': 3365, 'stepsPerEpisode': 42, 'rewardPerEpisode': 39.37207157027337
'totalSteps': 122901, 'rewardStep': 0.8080013554623303, 'errorList': [], 'lossList': [0.0, -1.4113162755966187, -1.3636493682861328, 1.2546428442001343, 0.0, 0.0, 0.0], 'rewardMean': 0.7493933056009258, 'totalEpisodes': 3400, 'stepsPerEpisode': 46, 'rewardPerEpisode': 40.49472574885915
'totalSteps': 124560, 'rewardStep': 0.7543833466241568, 'errorList': [], 'lossList': [0.0, -1.4314910173416138, -1.6782478094100952, 2.2513089179992676, 0.0, 0.0, 0.0], 'rewardMean': 0.768223860254961, 'totalEpisodes': 3437, 'stepsPerEpisode': 70, 'rewardPerEpisode': 64.46628431248183
'totalSteps': 126217, 'rewardStep': 0.7202489619817449, 'errorList': [], 'lossList': [0.0, -1.393236517906189, 0.37957563996315, 0.22399823367595673, 0.0, 0.0, 0.0], 'rewardMean': 0.7523335616500434, 'totalEpisodes': 3478, 'stepsPerEpisode': 59, 'rewardPerEpisode': 53.00829561630721
'totalSteps': 127878, 'rewardStep': 0.5964516809065196, 'errorList': [], 'lossList': [0.0, -1.403639793395996, -2.101716995239258, 1.6371803283691406, 0.0, 0.0, 0.0], 'rewardMean': 0.7384886325680656, 'totalEpisodes': 3515, 'stepsPerEpisode': 53, 'rewardPerEpisode': 44.346333330156604
'totalSteps': 129527, 'rewardStep': 0.7585068802273668, 'errorList': [], 'lossList': [0.0, -1.4096368551254272, 0.9172714352607727, 0.5942867398262024, 0.0, 0.0, 0.0], 'rewardMean': 0.7275184450404237, 'totalEpisodes': 3544, 'stepsPerEpisode': 39, 'rewardPerEpisode': 34.94289162131764
'totalSteps': 131169, 'rewardStep': 0.6669969234568045, 'errorList': [], 'lossList': [0.0, -1.3720520734786987, 0.22651934623718262, 0.0457967072725296, 0.0, 0.0, 0.0], 'rewardMean': 0.6993175586393185, 'totalEpisodes': 3578, 'stepsPerEpisode': 36, 'rewardPerEpisode': 30.58208452176834
'totalSteps': 132842, 'rewardStep': 0.6719878348008961, 'errorList': [], 'lossList': [0.0, -1.370186448097229, 1.1319735050201416, 1.9164369106292725, 0.0, 0.0, 0.0], 'rewardMean': 0.6828384562746663, 'totalEpisodes': 3609, 'stepsPerEpisode': 44, 'rewardPerEpisode': 37.95651202886594
'totalSteps': 134485, 'rewardStep': 0.592097815540525, 'errorList': [], 'lossList': [0.0, -1.3438773155212402, 0.05051819235086441, 0.07016967236995697, 0.0, 0.0, 0.0], 'rewardMean': 0.6572082269864223, 'totalEpisodes': 3643, 'stepsPerEpisode': 39, 'rewardPerEpisode': 30.36593665026013
